30		B-DATE_0
/		I-DATE_0
03		I-DATE_0
/		I-DATE_0
2022		I-DATE_0
Qeveria		O
ka		O
miratuar		O
këtë		O
të		O
mërkurë		O
indeksimin		O
e		O
të		O
gjitha		O
kategorive		O
të		O
pensioneve		O
me		O
3.3		O
%		O
.		O
Pas		O
mbledhjes		O
se		O
qeverisë		O
,		O
ministrja		O
e		O
Financave		O
dhe		O
Ekonomisë		O
,		O
Delina		B-PER
Ibrahimaj		I-PER
tha		O
se		O
nga		O
idenksimi		O
përfitojnë		O
të		O
gjitha		O
kategoritë		O
e		O
pensioneve		O
.		O
"		O
Një		O
nga		O
masat		O
që		O
është		O
parashikuar		O
në		O
këtë		O
akt		O
normativ		O
që		O
sapo		O
kaluam		O
indeksimi		O
me		O
3.3		O
%		O
i		O
pensioneve		O
për		O
të		O
gjitha		O
kategoritë		O
e		O
pensioneve		O
dhe		O
të		O
plota		O
e		O
të		O
pjesshme		O
e		O
të		O
reduktuara		O
të		O
invaliditetit		O
,		O
pensionet		O
në		O
qytet		O
,		O
fshat		O
,		O
që		O
jepen		O
për		O
ndiha		O
të		O
posacme		O
shtetërore		O
të		O
gjitha		O
kategoritë		O
e		O
pensioneve		O
jo		O
vetëm		O
pensionet		O
por		O
edhe		O
indeksimi		O
i		O
shtesës		O
.		O
Kjo		O
ka		O
kosto		O
prej		O
3.3		O
miliardë		O
lekësh		O
ne		O
buxhet		O
"		O
tha		O
zonja		O
Ibrahimaj		B-PER
.		O
Sipas		O
ministres		O
"		O
janë		O
2500		O
lekë		O
shtesa		O
e		O
shpenzimeve		O
të		O
një		O
familjeje		O
mesatare		O
për		O
një		O
muaj		O
që		O
vjen		O
si		O
rezultat		O
i		O
rritjes		O
së		O
çmimeve		O
të		O
produkteve		O
të		O
shportës		O
.		O
Ne		O
kemi		O
menduar		O
të		O
japim		O
3		O
mijë		O
lekë		O
për		O
576		O
mijë		O
persona		O
për		O
tre		O
muaj		O
me		O
qëllim		O
përballimin		O
e		O
kësaj		O
situate		O
"		O
tha		O
zonja		O
Ibrahimaj		B-PER
.		O
