29		B-DATE_0
/		I-DATE_0
07		I-DATE_0
/		I-DATE_0
2022		I-DATE_0
Ministrja		O
e		O
Arsimit		O
,		O
Evis		B-PER
Kushi		I-PER
tha		O
se		O
do		O
të		O
shtohen		O
edhe		O
70		O
oficerë		O
duke		O
e		O
çuar		O
numrin		O
e		O
tyre		O
në		O
220		O
për		O
të		O
garantuar		O
sigurinë		O
jo		O
vetëm		O
në		O
shkollat		O
e		O
mesme		O
por		O
edhe		O
9-vjeçaret		O
.		O
"		O
Sot		O
kemi		O
vendosur		O
të		O
rrisim		O
edhe		O
numrat		O
për		O
oficerët		O
e		O
sigurisë		O
.		O
Aktualisht		O
në		O
shkollat		O
tona		O
ne		O
kemi		O
150		O
oficerë		O
sigurie		O
,		O
në		O
bashkëpunim		O
kjo		O
me		O
Ministrinë		B-ORG
e		I-ORG
Brendshme		I-ORG
,		O
ndërkohë		O
që		O
sot		O
vendosëm		O
të		O
kemi		O
edhe		O
70		O
oficerë		O
sigurie		O
më		O
shumë		O
.		O
Qëllimi		O
i		O
kësaj		O
nisme		O
është		O
që		O
të		O
ofrojmë		O
më		O
shumë		O
siguri		O
,		O
më		O
shumë		O
mbrojtje		O
për		O
nxënësit		O
tanë		O
jo		O
vetëm		O
brenda		O
territoreve		O
të		O
shkollës		O
,		O
por		O
edhe		O
në		O
zonat		O
përreth		O
shkollave		O
.		O
Risia		O
e		O
këtij		O
vendimi		O
është		O
që		O
oficerët		O
e		O
sigurisë		O
nuk		O
do		O
të		O
jenë		O
më		O
vetëm		O
në		O
shkollat		O
e		O
mesme		O
që		O
kanë		O
qenë		O
gjatë		O
këtyre		O
tre		O
viteve		O
,		O
që		O
nga		O
viti		B-DATE_0
2018		I-DATE_0
kur		O
ka		O
hyrë		O
për		O
herë		O
të		O
parë		O
kjo		O
strukturë		O
në		O
institucionet		O
tona		O
,		O
por		O
tashmë		O
oficer		O
sigurie		O
do		O
të		O
kenë		O
edhe		O
shkollat		O
e		O
arsimit		O
bazë		O
,		O
pra		O
shkollat		O
9-vjeçare		O
"		O
,		O
tha		O
Kushi		B-PER
.		O
Ndërsa		O
ministrja		O
e		O
Shëndetësisë		O
,		O
Ogerta		B-PER
Manastirliu		I-PER
foli		O
për		O
nevojën		O
emergjente		O
që		O
vendi		O
ka		O
për		O
të		O
dhuruar		O
gjak		O
për		O
ata		O
që		O
vuajnë		O
nga		O
talasemia		O
.		O
Manastirliu		B-PER
tha		O
se		O
punonjësit		O
e		O
administratës		O
publike		O
që		O
dhurojnë		O
gjak		O
do		O
ta		O
marrë		O
dy		O
ditë		O
pushim		O
të		O
paguar		O
nga		O
shteti		O
.		O
Nëse		O
ata		O
dhurojnë		O
3		O
herë		O
ne		O
vit		O
apo		O
më		O
shumë		O
gjak		O
do		O
kenë		O
mundësinë		O
e		O
një		O
javë		O
pushime		O
në		O
shtëpitë		O
e		O
pushimit		O
që		O
administrohen		O
nga		O
shteti		O
.		O
