14		B-DATE_0
/		I-DATE_0
07		I-DATE_0
/		I-DATE_0
2022		I-DATE_0
Infektimet		O
nga		O
nënvariantet		O
e		O
reja		O
e		O
të		O
"		O
Omicron		O
"		O
po		O
përhapen		O
me		O
shpejtësi		O
.		O
70		O
%		O
e		O
testimeve		O
ditore		O
për		O
prani		O
të		O
infeksionit		O
COVID		O
në		O
pikën		O
e		O
qendrës		O
shëndetësore		O
nr.8		O
Tiranë		B-VEND_0
dalin		O
pozitiv		O
.		O
Mjekja		O
e		O
kësaj		O
qendre		O
Violeta		B-PER
Kacorri		I-PER
tha		O
për		O
RTSH		O
se		O
infektimet		O
janë		O
në		O
rritje		O
të		O
përditshme		O
.		O
Në		O
përgjithësi		O
,		O
sipas		O
doktoreshë		O
Kacorrit		B-PER
,		O
individët		O
janë		O
të		O
ndërgjegjësuar		O
për		O
t'u		O
testuar		O
sapo		O
konstatojnë		O
shenjat		O
e		O
një		O
gripi		O
,		O
por		O
ka		O
shumë		O
që		O
vijnë		O
vonë		O
dhe		O
bien		O
pre		O
e		O
pasojave		O
të		O
gjata		O
post-covid		O
duke		O
infektuar		O
edhe		O
shumë		O
të		O
tjerë		O
.		O
