01		B-DATE_0
/		I-DATE_0
07		I-DATE_0
/		I-DATE_0
2022		I-DATE_0
Drejtoresha		O
e		O
Institutit		O
të		O
Nxënësve		O
që		O
nuk		O
Dëgjojnë		O
Azbie		B-PER
Ramaj		I-PER
ka		O
sqaruar		O
se		O
deri		O
më		O
tani		O
beteja		O
më		O
e		O
fortë		O
për		O
këta		O
fëmijë		O
e		O
pas		O
përfundimit		O
të		O
shkollës		O
9		O
-		O
vjeçare		O
ka		O
qenë		O
përballja		O
me		O
tregun		O
e		O
punës		O
.		O
Kjo		O
ka		O
qenë		O
arsyeja		O
që		O
po		O
punohet		O
që		O
këtë		O
vit		O
shkollor		O
të		O
hapet		O
edhe		O
shkolla		O
e		O
mesme		O
pranë		O
këtij		O
instituti		O
.		O
Ministria		B-ORG
e		I-ORG
Arsimit		I-ORG
ka		O
akredituar		O
edhe		O
kurrikulën		O
e		O
gjuhës		O
së		O
shenjave		O
e		O
cila		O
do		O
të		O
implementohet		O
vitin		O
e		O
ardhshëm		O
shkollor		O
për		O
65		O
fëmijët		O
që		O
ndjekin		O
e		O
Institutin		O
e		O
Nxënësve		O
që		O
nuk		O
Dëgjojnë		O
.		O
