10		B-DATE_0
/		I-DATE_0
08		I-DATE_0
/		I-DATE_0
2022		I-DATE_0
Ndërsa		O
shqetësimet		O
për		O
efektet		O
e		O
dëmshme		O
të		O
mediave		O
sociale		O
tek		O
adoleshentët		O
vazhdojnë		O
të		O
rriten		O
,		O
platformat		O
nga		O
Snapchat		B-ORG
në		O
TikTok		B-ORG
në		O
Instagram		B-ORG
po		O
shtohen		O
me		O
veçori		O
të		O
reja		O
,		O
që		O
ata		O
thonë		O
se		O
do		O
t'i		O
bëjnë		O
shërbimet		O
e		O
tyre		O
më		O
të		O
sigurta		O
dhe		O
më		O
të		O
përshtatshme		O
për		O
moshën		O
.		O
Dhe		O
ata		O
bëjnë		O
pak		O
ose		O
aspak		O
për		O
të		O
kontrolluar		O
materialet		O
e		O
papërshtatshme		O
dhe		O
të		O
dëmshme		O
të		O
ofruara		O
nga		O
algoritme		O
që		O
mund		O
të		O
ndikojnë		O
në		O
mirëqenien		O
mendore		O
dhe		O
fizike		O
të		O
adoleshentëve		O
.		O
"		O
Këto		O
platforma		O
e		O
dinë		O
se		O
algoritmet		O
e		O
tyre		O
ndonjëherë		O
mund		O
të		O
përforcojnë		O
përmbajtje		O
të		O
dëmshme		O
dhe		O
ato		O
nuk		O
po		O
ndërmarrin		O
hapa		O
për		O
ta		O
ndaluar		O
këtë		O
"		O
,		O
tha		O
Irene		B-PER
Ly		I-PER
,		O
këshilltare		O
për		O
privatësinë		O
në		O
Common		O
Sense		O
Media		O
jofitimprurëse		O
.		O
Sa		O
më		O
shumë		O
që		O
adoleshentët		O
të		O
vazhdojnë		O
të		O
lëvizin		O
,		O
aq		O
më		O
shumë		O
të		O
angazhuar		O
bëhen		O
–		O
dhe		O
sa		O
më		O
të		O
angazhuar		O
të		O
jenë		O
,		O
aq		O
më		O
fitimprurës		O
janë		O
në		O
platforma		O
,		O
tha		O
ajo		O
.		O
"		O
Unë		O
nuk		O
mendoj		O
se		O
ata		O
kanë		O
shumë		O
nxitje		O
për		O
ta		O
ndryshuar		O
atë		O
.		O
"		O
Merrni		O
,		O
për		O
shembull		O
,		O
Snapchat		B-ORG
,		O
i		O
cili		O
të		B-DATE_1
martën		I-DATE_1
prezantoi		O
kontrolle		O
të		O
reja		O
prindërore		O
në		O
atë		O
që		O
e		O
quan		O
"		O
Qendra		O
Familjare		O
"		O
-		O
një		O
mjet		O
që		O
lejon		O
prindërit		O
të		O
shohin		O
se		O
kujt		O
po		O
dërgojnë		O
mesazhe		O
adoleshentët		O
e		O
tyre		O
,		O
megjithëse		O
jo		O
vetë		O
përmbajtjen		O
e		O
mesazheve		O
.		O
Një		O
kapje		O
:		O
të		O
dy		O
prindërit		O
dhe		O
fëmijët		O
e		O
tyre		O
duhet		O
të		O
zgjedhin		O
shërbimin		O
.		O
Nona		B-PER
Farahnik		I-PER
Yadegar		I-PER
,		O
drejtoresha		O
e		O
politikave		O
të		O
platformës		O
dhe		O
ndikimit		O
social		O
të		O
Snap		B-ORG
,		O
e		O
krahason		O
atë		O
me		O
prindërit		O
që		O
duan		O
të		O
dinë		O
se		O
me		O
kë		O
po		O
dalin		O
fëmijët		O
e		O
tyre		O
.		O
Nëse		O
fëmijët		O
shkojnë		O
në		O
shtëpinë		O
e		O
një		O
shoku		O
ose		O
po		O
takohen		O
në		O
qendër		O
tregtare		O
,		O
tha		O
ajo		O
,		O
prindërit		O
zakonisht		O
do		O
të		O
pyesin		O
:		O
"		O
Hej		O
,		O
me		O
kë		O
do		O
të		O
takoheni		O
?		O
Si		O
i		O
njeh		O
ata		O
?		O
"		O
Por		O
shumë		O
fëmijë		O
përdorin		O
një		O
shumëllojshmëri		O
të		O
habitshme		O
platformash		O
,		O
të		O
cilat		O
të		O
gjitha		O
po		O
evoluojnë		O
vazhdimisht		O
–		O
dhe		O
kjo		O
grumbullon		O
shanset		O
ndaj		O
prindërve		O
që		O
pritet		O
të		O
zotërojnë		O
dhe		O
monitorojnë		O
kontrollet		O
në		O
platforma		O
të		O
shumta		O
,		O
tha		O
Josh		B-PER
Golin		I-PER
,		O
drejtor		O
ekzekutiv		O
i		O
grupit		O
të		O
avokimit		O
dixhital		O
të		O
fëmijëve		O
Fairplay		O
.		O
"		O
Shumë		O
më		O
mirë		O
të		O
kërkohet		O
që		O
platformat		O
t'i		O
bëjnë		O
platformat		O
e		O
tyre		O
më		O
të		O
sigurta		O
nga		O
dizajni		O
dhe		O
parazgjedhja		O
në		O
vend		O
që		O
të		O
rritet		O
ngarkesa		O
e		O
punës		O
për		O
prindërit		O
tashmë		O
të		O
mbingarkuar		O
,		O
"		O
tha		O
ai		O
.		O
Kontrollet		O
e		O
reja		O
,		O
tha		O
Golin		B-PER
,		O
gjithashtu		O
dështojnë		O
të		O
adresojnë		O
një		O
mori		O
problemesh		O
ekzistuese		O
me		O
Snapchat		O
.		O
Këto		O
variojnë		O
