09		B-DATE_0
/		I-DATE_0
07		I-DATE_0
/		I-DATE_0
2022		I-DATE_0
Ministria		B-ORG
e		I-ORG
Shëndetësisë		I-ORG
dhe		I-ORG
e		I-ORG
Mbrojtjes		I-ORG
Sociale		I-ORG
ka		O
publikuar		O
raportin		O
e		O
fundit		O
në		O
lidhje		O
me		O
situatën		O
e		O
Covid-19		O
për		O
24		O
orët		O
e		O
fundit		O
në		O
Shqipëri		B-VEND_1
.		O
Sipas		O
tij		O
nga		O
2245		O
testime		O
,		O
962		O
qytetarë		O
kanë		O
rezultuar		O
pozitivë		O
,		O
ndërsa		O
është		O
regjistruar		O
edhe		O
një		O
humbje		O
jete		O
.		O
Numri		O
më		O
i		O
madh		O
i		O
të		O
sëmurëve		O
është		O
në		O
Tiranë		B-VEND_0
,		O
404		O
persona		O
.		O
Ju		O
informojmë		O
për		O
situatën		O
në		O
24		O
orët		O
e		O
fundit		O
,		O
si		O
vijon		O
:		O
Janë		O
kryer		O
2245		O
testime		O
,		O
nga		O
të		O
cilat		O
kanë		O
rezultuar		O
pozitivë		O
me		O
COVID19		O
,		O
962		O
qytetarë		O
,		O
në		O
këto		O
bashki		O
:		O
404		O
në		O
Tiranë		B-VEND_0
,		O
62		O
në		O
Durrës		B-VEND_0
,		O
46		O
në		O
Vlorë		B-VEND_0
,		O
43		O
në		O
Berat		B-VEND_0
,		O
35		O
në		O
Sarandë		B-VEND_0
,		O
33		O
në		O
Lezhë		B-VEND_0
,		O
32		O
në		O
Shkodër		B-VEND_0
,		O
28		O
në		O
Lushnje		B-VEND_0
,		O
23		O
në		O
Kamëz		O
,		O
nga		O
22		O
qytetarë		O
në		O
Elbasan		B-VEND_0
,		O
Patos		B-VEND_0
,		O
21		O
në		O
Fier		B-VEND_0
,		O
19		O
në		O
Kavajë		B-VEND_0
,		O
18		O
në		O
Gjirokastër		B-VEND_0
,		O
nga		O
13		O
qytetarë		O
në		O
Divjakë		B-VEND_0
,		O
Krujë		B-VEND_0
,		O
Korçë		B-VEND_0
,		O
10		O
në		O
Himarë		B-VEND_0
,		O
7		O
në		O
Vorë		B-VEND_0
,		O
nga		O
6		O
qytetarë		O
në		O
Vau		B-VEND_0
i		I-VEND_0
Dejës		I-VEND_0
,		O
Dimal		O
,		O
Kuçovë		B-VEND_0
,		O
Belsh		B-VEND_0
,		O
Gramsh		B-VEND_0
,		O
nga		O
5		O
qytetarë		O
në		O
Kurbin		O
,		O
Roskovec		B-VEND_0
,		O
Mallakastër		B-VEND_0
,		O
Librazhd		B-VEND_0
,		O
nga		O
4		O
qytetarë		O
në		O
Malësi		O
e		O
Madhe		O
,		O
Puke		B-VEND_0
,		O
Mirditë		O
,		O
Dibër		B-VEND_0
,		O
Delvinë		B-VEND_0
,		O
Këlcyrë		B-VEND_0
,		O
Tepelenë		B-VEND_0
,		O
nga		O
3		O
qytetarë		O
në		O
Kukës		B-VEND_0
,		O
Kolonjë		B-VEND_0
,		O
nga		O
2		O
qytetarë		O
në		O
Rrogozhinë		B-VEND_0
,		O
Maliq		B-VEND_0
,		O
Pogradec		B-VEND_0
,		O
Devoll		O
,		O
Skrapar		O
,		O
nga		O
1		O
qytetar		O
në		O
Fushë		B-VEND_0
Arrëz		I-VEND_0
,		O
Mat		O
,		O
Selenicë		B-VEND_0
,		O
Përmet		B-VEND_0
.		O
Janë		O
6,189		O
qytetarë		O
aktivë		O
me		O
Covid19		O
në		O
të		O
gjithë		O
vendin		O
.		O
Aktualisht		O
në		O
spitalin		O
COVID3		O
po		O
marrin		O
trajtim		O
33		O
pacientë		O
.		O
Në		O
24		O
orët		O
e		O
fundit		O
ka		O
një		O
humbje		O
jete		O
me		O
Sars-Cov2		O
:		O
një		O
qytetare		O
nga		O
Tirana		B-VEND_0
84		O
vjeçe		O
.		O
