23		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2022		I-DATE_0
Sipas		O
të		O
dhënave		O
të		O
Institutit		B-ORG
të		I-ORG
Shëndetit		I-ORG
Publik		I-ORG
,		O
varianti		O
i		O
ri		O
"		O
Omicron		O
"		O
ka		O
prekur		O
më		O
shumë		O
fëmijët		O
nga		O
0-14		O
vjeç		O
,		O
por		O
pavarësisht		O
kësaj		O
,		O
prindërit		O
janë		O
skeptik		O
të		O
vaksinojnë		O
fëmijët		O
e		O
tyre		O
.		O
Prof		O
.		O
Mbështëse		O
e		O
fortë		O
e		O
këtij		O
procesi		O
Kuli		B-PER
tregon		O
se		O
pavarësisht		O
bindjes		O
së		O
krijuar		O
tek		O
prindërit		O
se		O
COVID		O
nuk		O
krijon		O
komplikacione		O
të		O
rënda		O
,		O
ajo		O
shpjegon		O
se		O
jo		O
gjithmonë		O
ndodh		O
kështu		O
dhe		O
se		O
vaksinimi		O
i		O
paraprin		O
mbrojtjes		O
së		O
këtyre		O
formave		O
.		O
