10		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Shumica		O
e		O
shtëpive		O
botuese		O
kanë		O
vendosur		O
që		O
prurjet		O
e		O
tyre		O
ti		O
paraqesin		O
tek		O
lexuesi		O
në		O
pak		O
ditë		O
apo		O
javë		O
ndër		O
librat		O
më		O
të		O
shitur		O
këtë		O
periudhë		O
mund		O
të		O
përmendim		O
.		O
"		O
Vajzat		O
e		O
Jaltës		O
"		O
i		O
shkruar		O
me		O
mjeshtëri		O
dhe		O
i		O
hulumtuar		O
me		O
shumë		O
përpikëri		O
.		O
Është		O
një		O
vepër		O
e		O
jashtëzakonshme		O
që		O
zbulon		O
anën		O
njerëzore		O
e		O
padukshme		O
që		O
qëndron		O
në		O
themelet		O
e		O
politikës		O
...		O
"		O
Kafsha		O
qe		O
jep		O
shpirt		O
"		O
është		O
ndër		O
punët		O
e		O
fundit		O
të		O
shkrimtarit		O
amerikan		O
Philip		B-PER
Roth		I-PER
Kjo		O
kryevepër		O
përmbledh		O
në		O
mënyrë		O
të		O
përsosur		O
gjithë		O
qasjen		O
pesimiste		O
mbi		O
epokën		O
tonë		O
.		O
"		O
Pa		O
u		O
ftohur		O
kafeja		O
"		O
është		O
një		O
vepër		O
letrare		O
që		O
të		O
mban		O
të		O
lidhur		O
në		O
çdo		O
faqe		O
me		O
elegancën		O
e		O
saj		O
të		O
thjeshtë		O
dhe		O
thellësinë		O
emocionale		O
.		O
Autori		O
,		O
Toshikazu		B-PER
Kawaguchi		I-PER
,		O
krijon		O
një		O
univers		O
ku		O
koha		O
është		O
si		O
një		O
filxhan		O
kafeje		O
.		O
