15		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Suzy		B-PER
Bemba		I-PER
(		O
Francë		B-VEND_1
)		O
-		O
Aktorja		O
franceze		O
ka		O
luajtur		O
role		O
të		O
spikatura		O
në		O
filmin		O
Sundance		O
të		O
Anthony		B-PER
Chen		I-PER
Valentina		B-PER
Bellè		I-PER
(		O
Itali		B-VEND_1
)		O
-		O
Valentina		B-PER
Bellè		I-PER
nga		O
Italia		B-VEND_1
,		O
e		O
cila		O
luan		O
Cecilia		B-PER
Manzini		I-PER
në		O
Ferarri		O
të		O
Michael		B-PER
Mann		I-PER
,		O
fitoi		O
çmimin		O
Nastro		O
D'Argento		O
të		O
Italisë		B-VEND_1
për		O
aktoren		O
më		O
të		O
mirë		O
dytësore		O
.		O
Kamila		B-PER
Urzędowska		I-PER
(		O
Poloni		B-VEND_1
)		O
-		O
Aktorja		O
polake		O
,		O
ylli		O
i		O
"		O
The		O
Peasants		O
"		O
,		O
pretendentja		O
zyrtare		O
e		O
Polonisë		B-VEND_1
për		O
Oscar		O
2024		O
në		O
kategorinë		O
më		O
të		O
mirë		O
ndërkombëtare		O
të		O
filmit		O
.		O
Asta		B-PER
Kamma		I-PER
August		I-PER
(		O
Suedi		B-VEND_1
)		O
-		O
Suedezja		O
ka		O
lënë		O
gjurmë		O
në		O
serialet		O
televizive		O
Scandi		O
si		O
The		O
Pakti		O
dhe		O
Blackwater		O
.		O
Thibaud		B-PER
Dooms		I-PER
(		O
Belgjikë		B-VEND_1
)		O
-		O
Thibaud		B-PER
Dooms		I-PER
nga		O
Belgjika		B-VEND_1
ka		O
bërë		O
bujë		O
me		O
filma		O
si		O
Skunk		O
e		O
Koen		O
Mortier		O
,		O
duke		O
luajtur		O
një		O
adoleshent		O
të		O
dëshpëruar		O
për		O
t'i		O
shpëtuar		O
jetës		O
së		O
tij		O
të		O
dhunshme		O
në		O
shtëpi		O
dhe		O
dramën		O
familjare		O
të		O
Domien		B-PER
Huyghe		I-PER
,		O
i		O
cili		O
u		O
shfaq		O
premierë		O
në		O
shiritin		O
anësor		O
të		O
Gjeneratës		O
së		O
Berlinit		B-VEND_0
këtë		O
vit		O
.		O
Dziugas		B-PER
Grinys		I-PER
(		O
Lituani		B-VEND_1
)		O
-		O
Džiugas		B-PER
Grinys		I-PER
luan		O
rolin		O
kryesor		O
në		O
komedinë		O
e		O
drejtuar		O
nga		O
Robertas		B-PER
Kuliunas		I-PER
Aš		I-PER
Gyvas		I-PER
dhe		O
në		O
filmin		O
e		O
ardhshëm		O
të		O
Ignas		B-PER
Miškinis		I-PER
.		O
Margarita		B-PER
Stoykova		I-PER
(		O
Bullgari		B-VEND_1
)		O
-		O
Margarita		B-PER
Stoykova		I-PER
,		O
ka		O
marrë		O
pjesë		O
si		O
kërcimtare		O
përpara		O
rolit		O
të		O
saj		O
të		O
parë		O
në		O
filmin		O
"		O
Dyad		O
"		O
të		O
Yana		B-PER
Titova		I-PER
,		O
i		O
cili		O
fitoi		O
filmin		O
më		O
të		O
mirë		O
në		O
Festivalin		O
e		O
Filmit		O
në		O
Talin		B-VEND_0
këtë		O
vit		O
.		O
Salome		B-PER
Demuria		I-PER
(		O
Gjeorgji		B-VEND_1
)		O
-		O
Salome		B-PER
Demuria		I-PER
,		O
nga		O
Gjeorgjia		B-VEND_1
,		O
ka		O
tërhequr		O
vëmendjen		O
për		O
interpretimet		O
e		O
saj		O
në		O
filmin		O
Inhale-Exhale		O
të		O
Dito		B-PER
Tsintsadze		I-PER
,		O
i		O
cili		O
i		O
dha		O
asaj		O
çmimin		O
për		O
aktoren		O
më		O
të		O
mirë		O
në		O
Festivalin		O
e		O
Filmit		O
në		O
Shangai		B-VEND_0
2019		O
.		O
Katharina		B-PER
Stark		I-PER
(		O
Gjermani		B-VEND_1
)		O
-		O
Aktorja		O
gjermane		O
Katharina		B-PER
Stark		I-PER
ka		O
krijuar		O
një		O
rezyme		O
mbresëlënëse		O
me		O
role		O
televizive		O
,		O
së		O
fundmi		O
në		O
serialin		O
e		O
mirënjohur		O
"		O
Hulu		O
"		O
.		O
Eanna		B-PER
Hardwicke		I-PER
(		O
Irlandë		B-VEND_1
)		O
-		O
Projekti		O
i		O
tij		O
i		O
ardhshëm		O
është		O
seriali		O
i		O
kufizuar		O
A		O
Very		O
Royal		O
Scandal		O
me		O
Michael		O
Sheen		O
dhe		O
Ruth		O
Wilson		O
.		O
