30		B-DATE_0
/		I-DATE_0
10		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Instituti		O
i		O
Historisë		O
publikohet		O
botimin		O
"		O
Historia		O
e		O
shqiptarëve		O
gjatë		O
shekullit		O
XX		O
"		O
në		O
pesë		O
vëllime		O
.		O
Ky		O
eshte		O
një		O
produkt		O
i		O
punës		O
se		O
palodhur		O
të		O
44		O
studiuesve		O
,		O
stafit		O
kërkimor		O
në		O
Institutin		O
e		O
Historisë		O
,		O
në		O
Universitetin		O
e		O
Tiranës		O
,		O
në		O
institucione		O
të		O
tjera		O
universitare		O
në		O
vend		O
,		O
si		O
dhe		O
në		O
institucione		O
homologe		O
në		O
Prishtinë		B-VEND_0
dhe		O
Tetovë		B-VEND_0
.		O
I		O
pranishëm		O
në		O
ceremoninë		O
e		O
publikimit		O
të		O
kësaj		O
vepre		O
volumize		O
,		O
Presidenti		O
Begaj		B-PER
theksoi		O
nevojën		O
për		O
shkrimin		O
sa		O
më		O
të		O
drejtë		O
dhe		O
pa		O
ndikime		O
të		O
historisë		O
.		O
"		O
Nuk		O
duhet		O
të		O
kesh		O
të		O
ardhme		O
pa		O
njohur		O
historinë		O
,		O
në		O
këtë		O
kontekst		O
rrugëtimi		O
ynë		O
drejtë		O
Europës		O
merr		O
një		O
kuptim		O
të		O
veçantë		O
.		O
Ajo		O
është		O
në		O
një		O
farë		O
mënyrë		O
kthim		O
në		O
origjinë		O
,		O
prandaj		O
është		O
me		O
rëndësi		O
që		O
tregimi		O
i		O
drejtë		O
i		O
narrativës		O
të		O
kombit		O
tonë		O
të		O
shihet		O
nën		O
dritën		O
e		O
përpjekjeve		O
tona		O
historike		O
për		O
të		O
ndërtuar		O
një		O
shoqëri		O
të		O
drejtë		O
me		O
frymë		O
europiane		O
.		O
Natyrisht		O
rrugës		O
kemi		O
pasur		O
pengesa		O
dhe		O
devijime		O
por		O
kursi		O
është		O
i		O
qartë		O
dhe		O
ne		O
jemi		O
të		O
vendosur		O
për		O
destinacionin		O
tonë		O
drejt		O
Europës		O
demokratike		O
"		O
,		O
tha		O
Begaj		B-PER
ne		O
fjalën		O
e		O
tij		O
.		O
Historiani		O
Beqir		B-PER
Meta		I-PER
i		O
cili		O
është		O
edhe		O
drejtues		O
shkencor		O
i		O
këtij		O
projekti		O
10		O
vjeçar		O
u		O
ndal		O
tek		O
kujdesi		O
që		O
është		O
treguar		O
për		O
të		O
sjellë		O
faktet		O
historike		O
të		O
periudhave		O
të		O
ndryshme		O
në		O
mënyrë		O
sa		O
më		O
të		O
balancuar		O
.		O
"		O
Në		O
vëllimin		O
e		O
katër		O
i		O
cili		O
trajton		O
periudhën		O
më		O
të		O
debatueshme		O
në		O
historinë		O
tonë		O
për		O
periudhën		O
e		O
Luftës		O
së		O
Dytë		O
Botërore		O
është		O
bërë		O
një		O
kujdes		O
i		O
madh		O
që		O
të		O
paraqiten		O
të		O
gjitha		O
ngjarjet		O
,		O
por		O
dhe		O
forcat		O
politiko-ushtarake		O
të		O
kohës		O
në		O
mënyrë		O
sa		O
më		O
të		O
balancuar		O
.		O
Kjo		O
analizë		O
është		O
bazuar		O
mbi		O
burime		O
të		O
shumta		O
që		O
nuk		O
ekziston		O
në		O
botimet		O
e		O
mëparshme		O
shqiptare		O
dhe		O
të		O
huaja		O
"		O
,		O
tha		O
Beqie		B-PER
Meta		I-PER
.		O
Gazetar		O
:		O
O		B-PER
.		O
Saraçi		I-PER
