15		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Zona		O
e		O
Dropullit		O
në		O
Gjirokastër		B-VEND_0
është		O
e		O
njohur		O
për		O
pasurinë		O
dhe		O
trashëgimin		O
e		O
traditave		O
të		O
tyre		O
në		O
breza		O
.		O
Kjo		O
përcillet		O
edhe		O
tek		O
të		O
rinjtë		O
të		O
cilët		O
njohin		O
mirë		O
këngët		O
e		O
vallet		O
popullore		O
të		O
cilat		O
përherë		O
shoqërohen		O
nga		O
veshjet		O
tradicionale		O
që		O
i		O
japin		O
hijeshi		O
.		O
Veshja		O
e		O
nuses		O
tradicionale		O
e		O
zonës		O
së		O
Dropullit		O
të		O
Poshtëm		O
vazhdon		O
edhe		O
sot		O
të		O
përgatitet		O
në		O
të		O
gjitha		O
proceset		O
e		O
saj		O
prej		O
prerjes		O
,		O
vizatimit		O
dhe		O
qëndisjes		O
në		O
mënyrë		O
krejtësisht		O
artizanale		O
në		O
Dervician		O
.		O
Kaliroi		B-PER
Diamanti		I-PER
,		O
është		O
një		O
prej		O
atyre		O
grave		O
të		O
pakta		O
në		O
këtë		O
zonë		O
që		O
stilon		O
dhe		O
qëndis		O
me		O
kujdes		O
kostumin		O
tradicional		O
të		O
nuses		O
së		O
Dervicianit.Ajo		O
e		O
ka		O
nisur		O
këtë		O
pasion		O
duke		O
skicuar		O
dhe		O
qendisur		O
prane		O
nënës		O
së		O
saj		O
e		O
cila		O
i		O
ka		O
rrefyer		O
të		O
fshehtat		O
e		O
kësaj		O
mjeshtërie		O
artizanale		O
.		O
Artizania		O
83-vjeçare		O
,		O
Diamanti		B-PER
shprehet		O
ndërkaq		O
lidhur		O
për		O
interesin		O
nga		O
ana		O
e		O
brezave		O
të		O
reja		O
për		O
të		O
mbajtur		O
gjallë		O
traditën		O
e		O
larmishme		O
që		O
Dropulli		O
mbart		O
ku		O
sipas		O
saj		O
çdo		O
gjë		O
është		O
çështje		O
vullneti		O
dhe		O
dëshire		O
.		O
