20		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Ashtu		O
si		O
dhe		O
nata		O
e		O
parë		O
,		O
edhe		O
sonte		O
do		O
të		O
ketë		O
të		O
ftuar		O
të		O
veçantë		O
.		O
Publiku		O
do		O
të		O
ketë		O
shijojë		O
një		O
duet		O
unik		O
të		O
këngëtarëve		O
Aleksandër		B-PER
Gjoka		I-PER
dhe		O
Bojken		B-PER
Lako		I-PER
.		O
Një		O
moment		O
i		O
veçantë		O
pritet		O
të		O
jetë		O
edhe		O
performanca		O
në		O
skenë		O
e		O
anëtarit		O
të		O
jurisë		O
,		O
Indrit		B-PER
Mesiti		I-PER
,		O
i		O
cili		O
bashkë		O
me		O
grupin		O
e		O
tij		O
do		O
të		O
këndojë		O
një		O
këngë		O
,		O
e		O
cila		O
është		O
krijuar		O
enkas		O
për		O
Fest		O
62		O
.		O
E		O
ftuar		O
speciale		O
e		O
kësaj		O
mbrëmje		O
magjike		O
do		O
të		O
jetë		O
edhe		O
këngëtarja		O
italiane		O
,		O
Rachelle		B-PER
Andrioli		I-PER
.		O
