14		B-DATE_0
/		I-DATE_0
09		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
"		O
Kujdesin		O
për		O
fëmijët		O
dhe		O
adoleshentët		O
e		O
kemi		O
në		O
ADN-në		O
e		O
këtij		O
teatri		O
.		O
Gjithmonë		O
ai		O
ka		O
funksionuar		O
edhe		O
me		O
premiera		O
për		O
fëmijë		O
.		O
Ne		O
prekim		O
audiencat		O
e		O
reja		O
,		O
"		O
thotë		O
drejtori		O
i		O
Teatrit		O
,		O
Gjergji		B-PER
Prevazi		I-PER
.		O
Në		O
një		O
intervistë		O
për		O
RTSH-në		O
,		O
drejtori		O
Prevazi		B-PER
thotë		O
se		O
synim		O
kryesor		O
kanë		O
promovimin		O
e		O
artit		O
teatror		O
jashtë		O
kufijve		O
të		O
vendit		O
.		O
"		O
Ky		O
Teatër		O
,		O
që		O
nga		O
muaji		O
maj		O
deri		O
më		O
sot		O
,		O
ka		O
qenë		O
pjesëmarrës		O
në		O
gjashtë		O
festivale		O
ndërkombëtare		O
,		O
në		O
Itali		B-VEND_1
,		O
Bullgari		B-VEND_1
dhe		O
në		O
rajonin		O
e		O
Ballkanit		O
,		O
çka		O
flet		O
për		O
cilësinë		O
e		O
produksioneve		O
tona		O
,		O
që		O
janë		O
të		O
aksesueshme		O
edhe		O
për		O
tregun		O
ndërkombëtar		O
,		O
"		O
shton		O
Prevazi		B-PER
.		O
Gazetare		O
:		O
Katerina		B-PER
Kule		I-PER
