22		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2022		I-DATE_0
Këngëtarët		O
shumë		O
të		O
dashur		O
për		O
të		O
gjithë		O
,		O
Luan		B-PER
Zhegu		I-PER
,		O
Aleksandër		B-PER
Gjoka		I-PER
Eranda		B-PER
Libohova		I-PER
,		O
Valentin		B-PER
Markvukaj		I-PER
,		O
Josif		B-PER
Gjipali		I-PER
,		O
Bojken		B-PER
Lako		I-PER
,		O
Redon		B-PER
Makashi		I-PER
,		O
Altin		B-PER
Goci		I-PER
,		O
West		O
Side		O
Family		O
u		O
ngjitën		O
edhe		O
njëherë		O
në		O
skenën		O
e		O
eventit		O
muzikor		O
kombëtar		O
më		O
të		O
rëndësishëm		O
në		O
vend		O
,		O
në		O
një		O
duet		O
me		O
konkurrentët		O
për		O
të		O
kënduar		O
hitet		O
e		O
tyre		O
,		O
që		O
bënë		O
të		O
gjithë		O
publikun		O
e		O
në		O
sallën		O
e		O
Pallatit		O
të		O
Kongreseve		O
të		O
këndonte		O
e		O
kërcente		O
bashkë		O
me		O
ta		O
.		O
Jo		O
më		O
pak		O
atmosferë		O
elektrizuese		O
dhe		O
emocione		O
dhuruan		O
me		O
duetet		O
e		O
tyre		O
me		O
konkurrentët		O
edhe		O
këngëtarët		O
Soni		B-PER
Malaj		I-PER
,		O
Flori		B-PER
Mumajesi		I-PER
,		O
Eneda		B-PER
Tarifa		I-PER
,		O
Capital		B-PER
T		I-PER
,		O
Kamela		B-PER
Islamaj		I-PER
,		O
Rosela		B-PER
Gjylbegu		I-PER
,		O
duke		O
na		O
bërë		O
të		O
ndihemi		O
sikur		O
koha		O
nuk		O
ka		O
kaluar		O
aspak		O
.		O
E		O
jashtëzakonshme		O
në		O
këtë		O
natë		O
ishte		O
edhe		O
performanca		O
e		O
Kalush		O
Orchestra		O
,		O
grupi		O
ukrainas		O
,		O
fitues		O
të		O
Eurovision		B-EVENT
2022		I-EVENT
,		O
të		O
cilët		O
kënduan		O
në		O
Fest		O
61		O
këngën		O
"		O
Stefania		O
"		O
.		O
