12		B-DATE_0
/		I-DATE_0
08		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Në		O
fshatin		O
Dhoksat		O
,		O
në		O
Gjirokastër		B-VEND_0
,		O
një		O
nga		O
100		O
fshatrat		O
e		O
përzgjedhur		O
si		O
destinacion		O
turistik		O
ka		O
startuar		O
festivali		O
folklorik		O
"		O
Divani		O
Lunxhot		O
"		O
.		O
"		O
Kemi		O
këngët		O
tona		O
tradicionale		O
të		O
Gjirokastrës		B-VEND_0
,		O
këngët		O
e		O
tabanit		O
,		O
"		O
thotë		O
një		O
nga		O
artistët		O
.		O
"		O
Sjellim		O
këngët		O
dhe		O
vallet		O
e		O
vjetra		O
tradicionale		O
të		O
trevave		O
të		O
Tiranës		B-VEND_0
,		O
"		O
shton		O
një		O
artist		O
tjetër		O
.		O
"		O
Divani		O
Lunxhot		O
"		O
organizohet		O
me		O
mbështetjen		O
e		O
Ministrisë		O
së		O
Kulturës		O
,		O
Bashkisë		O
dhe		O
Këshillit		O
të		O
Qarkut		O
Gjirokastër		B-VEND_0
.		O
Festës		O
në		O
zemër		O
të		O
Lunxhërisë		O
përvec		O
banorëve		O
,		O
emigrantëve		O
të		O
ardhur		O
në		O
këto		O
ditë		O
vere		O
,		O
turistëve		O
iu		O
bashkuan		O
edhe		O
kryetari		O
i		O
bashkisë		O
Flamur		B-PER
Golemi		I-PER
,		O
prefekti		O
i		O
qarkut		O
Odise		B-PER
Kote		I-PER
e		O
kryetari		O
i		O
këshillit		O
të		O
qarkut		O
Dino		B-PER
Selimi		I-PER
.		O
Gazetare		O
:		O
Y		B-PER
.		O
Bode		I-PER
