13		B-DATE_0
/		I-DATE_0
11		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
"		O
Jemi		O
sot		O
për		O
të		O
bërë		O
publik		O
shifrat		O
e		O
një		O
sondazhi		O
i		O
cili		O
tregon		O
ku		O
rreth		O
82		O
%		O
personave		O
të		O
anketuar		O
kanë		O
dëshirë		O
të		O
lexojnë		O
më		O
tepër		O
"		O
,		O
tha		O
Alda		B-PER
Bardhyli		I-PER
.		O
"		O
Ajo		O
që		O
na		O
gëzon		O
ne		O
ose		O
na		O
inkurajon		O
apo		O
na		O
bën		O
të		O
kemi		O
shumë		O
shpresë		O
është		O
se		O
në		O
Shqipëri		B-VEND_1
ka		O
një		O
lloj		O
dëshire		O
një		O
lloj		O
pasioni		O
dhe		O
ne		O
këtë		O
e		O
konfirmojmë		O
me		O
të		O
gjitha		O
panairet		O
që		O
bëjmë		O
.		O
Shqiptarët		O
kanë		O
dëshirë		O
të		O
lexojnë		O
libra		O
"		O
,		O
tha		O
Albert		B-PER
Gjoka		I-PER
.		O
Përmes		O
këtij		O
studimi		O
synohet		O
që		O
te		O
vijnë		O
ide		O
apo		O
rekomandime		O
përmes		O
të		O
cilave		O
mund		O
të		O
përmirësohen		O
politikat		O
për		O
promovimin		O
e		O
librit		O
dhe		O
leximit		O
në		O
Shqipëri		B-VEND_1
.		O
