19		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Fest		O
62		O
ka		O
ulur		O
siparin		O
e		O
natës		O
së		O
parë		O
të		O
këngës		O
,		O
mes		O
emocionesh		O
,		O
performancash		O
artistike		O
,		O
humorit		O
,		O
si		O
dhe		O
kolorit		O
magjik		O
të		O
zërit		O
të		O
Umberto		B-PER
Tozzit		I-PER
.		O
Këngëtari		O
i		O
njohur		O
italian		O
krijoi		O
një		O
atmosferë		O
ekzaltuese		O
jo		O
vetëm		O
mes		O
spektatorëve		O
që		O
kishin		O
mbushur		O
sallën		O
e		O
Pallatit		O
të		O
Kongreseve		O
,		O
por		O
edhe		O
të		O
ekraneve		O
televizive		O
në		O
Shqipëri		B-VEND_1
,		O
Kosovë		B-VEND_1
dhe		O
Maqedoninë		B-VEND_1
e		I-VEND_1
Veriut		I-VEND_1
.		O
Kjo		O
natë		O
ngjiti		O
në		O
skenë		O
16		O
këngëtarë		O
,		O
përkatësisht		O
:		O
Stivi		B-PER
Ushe		I-PER
;		O
Besa		B-PER
Kokëdhima		I-PER
;		B-PER
Mal		I-PER
Retkoceri		I-PER
;		O
Eldis		B-PER
Arrnjeti		I-PER
;		O
Shpat		B-PER
Deda		I-PER
;		O
Jehona		B-PER
Ponari		I-PER
;		O
Peter		B-PER
Pan		I-PER
Quartet		I-PER
;		O
Festina		B-PER
Mejzini		I-PER
;		O
Kastro		B-PER
Zizo		I-PER
;		O
Luan		B-PER
Durmishi		I-PER
;		B-PER
Melodajn		I-PER
Mancaku		I-PER
;		O
Olsi		B-PER
Ballta		I-PER
;		O
Andi		B-PER
Tanko		I-PER
;		O
Sergio		B-PER
Hajdini		I-PER
;		O
Santino		B-PER
De		I-PER
Bartolo		I-PER
;		O
Olimpia		B-PER
Smajlaj		I-PER
.		O
