22		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Taner		B-PER
Ölmez		I-PER
,		O
aktori		O
protagonist		O
i		O
serialit		O
turk		O
"		O
Doktori		O
i		O
Mrekullive		O
"		O
është		O
i		O
ftuari		O
special		O
i		O
mbrëmjes		O
finale		O
të		O
Fest		O
62		O
.		O
Taner		B-PER
Ölmez		I-PER
rrëmbeu		O
zemrat		O
e		O
teleshikuesve		O
me		O
personazhin		O
e		O
një		O
mjeku		O
me		O
autizëm		O
,		O
Ali		B-PER
Vefa		I-PER
,		O
në		O
filmin		O
që		O
ka		O
thyer		O
rekorde		O
shikueshmërie		O
.		O
Pas		O
pak		O
në		O
Fest		O
62		O
,		O
moderatorët		O
e		O
Festivalit		O
do		O
të		O
zhvillojnë		O
një		O
intervistë		O
me		O
Ölmez		B-PER
,		O
ndërsa		O
fansat		O
e		O
tij		O
do		O
të		O
mësojnë		O
më		O
shumë		O
për		O
aktorin		O
e		O
tyre		O
të		O
preferuar		O
.		O
