24		B-DATE_0
/		I-DATE_0
08		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
E		O
gjithë		O
jehona		O
që		O
po		O
i		O
bëhet		O
Shqipërisë		B-VEND_1
nga		O
mediat		O
e		O
huaja		O
si		O
dhe		O
"		O
bumi		O
"		O
turistik		O
që		O
po		O
përjeton		O
vendi		O
ynë		O
gjatë		O
kësaj		O
periudhe		O
,		O
ka		O
sjellë		O
një		O
fluks		O
turistësh		O
jo		O
vetëm		O
në		O
bregdetet		O
shqiptare		O
,		O
por		O
edhe		O
në		O
institucionet		O
kulturore		O
.		O
Vizitorët		O
e		O
huaj		O
më		O
të		O
shumtë		O
janë		O
nga		O
Italia		B-VEND_1
,		O
Franca		B-VEND_1
,		O
Anglia		B-VEND_1
,		O
Spanja		B-VEND_1
,		O
Shtetet		B-VEND_1
e		I-VEND_1
Bashkuara		I-VEND_1
dhe		O
Holanda		B-VEND_1
.		O
Ky		O
muze		O
sjell		O
një		O
panoramë		O
të		O
gjerë		O
të		O
njerëzve		O
të		O
pafajshëm		O
të		O
përgjuar		O
,		O
arrestuar		O
,		O
internuar		O
,		O
torturuar		O
dhe		O
që		O
vuajtën		O
dënime		O
të		O
rënda		O
gjatë		O
regjimit		O
të		O
shkuar		O
komunist		O
në		O
Shqipëri		B-VEND_1
.		O
Gazetare		O
:		O
Ornela		B-PER
Ceka		I-PER
