03		B-DATE_0
/		I-DATE_0
10		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Këto		O
aktivitete		O
mbështeten		O
gjithashtu		O
dhe		O
nga		O
bashkia		O
a		O
Tiranës		B-VEND_0
ku		O
nënkryetarja		O
e		O
bashkisë		O
,		O
Anduela		B-PER
Ristani		I-PER
theksoi		O
afrimin		O
e		O
të		O
rinjve		O
me		O
librin		O
përmes		O
eventeve		O
të		O
tilla		O
.		O
"		O
Sot		O
është		O
shumë		O
e		O
vështirë		O
që		O
t'i		O
bindësh		O
të		O
rinjtë		O
që		O
një		O
mënyrë		O
për		O
tu		O
rritur		O
,		O
menduar		O
apo		O
edhe		O
për		O
tu		O
dëfryer		O
është		O
ajo		O
e		O
leximit		O
.		O
Por		O
jo		O
vetëm		O
biblioteka		O
por		O
duke		O
i		O
bërë		O
ato		O
edhe		O
evente		O
të		O
teknologjisë		O
,		O
është		O
një		O
mënyrë		O
për		O
t'i		O
tërhequr		O
të		O
rinjtë		O
"		O
,		O
shprehet		O
Ristani		B-PER
.		O
Lidhur		O
me		O
indeksin		O
e		O
lexueshmërisë		O
drejtoresha		O
e		O
e		O
Qendrës		O
Kombëtare		O
të		O
librit		O
,		O
Alda		B-PER
Bardhyli		I-PER
shprehet		O
për		O
rëndësinë		O
që		O
ka		O
publikimi		O
i		O
këtij		O
indeksi		O
.		O
"		O
Për		O
herë		O
të		O
parë		O
do		O
të		O
bëjmë		O
një		O
analizë		O
në		O
terren		O
pothuajse		O
në		O
të		O
gjithë		O
vendin		O
për		O
të		O
matur		O
nivelin		O
e		O
lexueshmërisë		O
.		O
Do		O
ta		O
kemi		O
këtë		O
rezultatin		O
e		O
këtij		O
sondazhi		O
në		O
fund		O
të		O
muajit		O
tetor		O
"		O
,		O
tha		O
Bardhyli		B-PER
.		O
Gazetare		O
:		O
Xh.Leka		B-PER
