19		B-DATE_0
/		I-DATE_0
10		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Ura		O
e		O
Matit		O
gjendet		O
në		O
Fushë		O
Milot		O
,		O
në		O
të		O
majtë		O
të		O
rrugës		B-RRUGE
së		I-RRUGE
Kombit		I-RRUGE
,		O
lidh		O
të		O
dyja		O
ekstremet		O
e		O
lumit		O
Mat		O
dhe		O
është		O
ndërtuar		O
në		O
vitin		O
1927		O
.		O
Ka		O
një		O
gjatësi		O
rreth		O
490		O
m		O
dhe		O
gjerësi		O
rreth		O
6.2		O
m		O
së		O
bashku		O
me		O
trotuaret		O
.		O
Është		O
urë		O
e		O
tipit		O
të		O
varur		O
.		O
Kjo		O
urë		O
aktualisht		O
shërben		O
vetëm		O
për		O
kalimin		O
e		O
këmbësorëve		O
dhe		O
është		O
jashtë		O
përdorimit		O
për		O
mjetet		O
motorike		O
.		O
E		O
projektuar		O
nga		O
inxhinieri		O
zviceran		O
,		O
Erwin		B-PER
Schnitter		I-PER
ura		O
është		O
e		O
ndërtuar		O
me		O
gjashtë		O
harqe		O
,		O
secili		O
nga		O
54		O
metra		O
i		O
gjatë		O
.		O
