08		B-DATE_0
/		I-DATE_0
11		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Arkeologjia		O
shqiptare		O
feston		O
75		O
vite		O
të		O
krijimit		O
të		O
muzeut		O
të		O
parë		O
arkeologjik		O
në		O
Shqipëri		B-VEND_1
,		O
por		O
kërkimet		O
në		O
këtë		O
fushë		O
janë		O
më		O
të		O
hershme		O
,		O
ato		O
datojnë		O
qysh		O
prej		O
vitit		O
1418		O
nga		O
Qirjaku		B-PER
I		O
Ankonës		B-VEND_0
e		O
deri		O
te		O
humanisti		O
Marlin		B-PER
Barleti		I-PER
apo		O
Gjergj		B-PER
Fishta		I-PER
,		O
por		O
këto		O
kërkime		O
morën		O
forme		O
te		O
institucionalizuar		O
me		O
ngritjen		O
e		O
muzeut		O
të		O
parë		O
arkeologjikë		O
ne		O
Shqipëri		B-VEND_1
ne		O
48		O
.		O
Kryetari		O
i		O
Akademisë		O
së		O
Shkencave		O
u		O
shpreh		O
se		O
gjetjet		O
arkeologjike		O
kanë		O
vërtetuar		O
lashtësinë		O
e		O
gjuhës		O
shqipe		O
e		O
cila		O
është		O
8		O
mijë		O
vjeçare		O
.		O
"		O
Një		O
nga		O
arsyet		O
që		O
akademia		O
ka		O
kërkuar		O
dhe		O
ka		O
mirëpritur		O
riardhjen		O
e		O
Institutit		O
të		O
Albanologjisë		O
pranë		O
akademisë		O
së		O
shkencave		O
është		O
që		O
të		O
rritet		O
interesi		O
për		O
shkencat		O
dhe		O
mbështetja		O
financiare		O
"		O
,		O
tha		O
Skënder		B-PER
Gjinushi		I-PER
.		O
Brezi		O
i		O
parë		O
i		O
arkeologëve		O
shqiptarë		O
Hasan		B-PER
Ceka		I-PER
,		O
Skënder		B-PER
Anamali		I-PER
,		O
Selim		B-PER
Islami		I-PER
dhe		O
Frano		B-PER
Prendi		I-PER
hapën		O
me		O
sukses		O
rrugët		O
e		O
para		O
të		O
kërkimeve		O
sistematike		O
arkeologjike		O
në		O
Shqipëri		B-VEND_1
,		O
ndërsa		O
Arkeologu		O
Neritan		B-PER
Ceka		I-PER
vendos		O
theksin		O
te		O
fondet		O
e		O
pamjaftuara		O
në		O
këtë		O
fushë		O
të		O
cilat		O
janë		O
të		O
pamjaftueshme		O
.		O
"		O
Ajo		O
që		O
mungon		O
është		O
financimi		O
i		O
gërmimeve		O
arkeologjike		O
me		O
program		O
,		O
arkeologjia		O
jep		O
vetëm		O
për		O
Butrintit		O
sot		O
rreth		O
2		O
milionë		O
euro		O
dhe		O
nga		O
këto		O
qeveria		O
na		O
kthen		O
vetëm		O
60		O
mijë		O
euro		O
"		O
,		O
tha		O
Neritan		B-PER
Ceka		I-PER
.		O
Nëntoka		O
shqiptare		O
është		O
konsideruar		O
gjithnjë		O
e		O
pasur		O
për		O
sitet		O
arkeologjike		O
,		O
ndërsa		O
zonat		O
më		O
të		O
pasura		O
konsiderohen		O
Korça		B-VEND_0
,		O
zonat		O
rreth		O
Apolonisë		B-VEND_0
,		O
Shkodra		B-VEND_0
për		O
periudha		O
të		O
ndryshme		O
historike		O
.		O
