22		B-DATE_0
/		I-DATE_0
06		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Me		O
flokë		O
të		O
valëzuar		O
,		O
vetulla		O
të		O
harkuara		O
dhe		O
një		O
buzëkuq		O
të		O
kuq		O
këto		O
ishin		O
të		O
vetmet		O
mjete		O
që		O
kishin		O
në		O
dispozicion		O
dikur		O
aktoret		O
më		O
në		O
zë		O
të		O
Shqipërisë		B-VEND_1
.		O
Margarita		B-PER
Xhepa		I-PER
-		O
Një		O
nga		O
"		O
Zonjat		O
e		O
Mëdha		O
"		O
të		O
teatrit		O
dhe		O
filmit		O
shqiptar		O
që		O
ka		O
skalitur		O
memorien		O
e		O
publikut		O
shqiptar		O
me		O
role		O
brilante		O
që		O
prej		O
fillimit		O
të		O
saj		O
.		O
Tinka		B-PER
Kurti		I-PER
-		O
Është		O
një		O
nga		O
aktoret		O
më		O
të		O
njohura		O
shqiptare		O
.		O
Puna		O
e		O
saj		O
përfshin		O
më		O
shumë		O
se		O
50		O
filma		O
artistikë		O
dhe		O
150		O
shfaqje		O
teatrore		O
.		O
Ajo		O
është		O
vlerësuar		O
me		O
medaljen		O
"		O
Artistja		O
e		O
Popullit		O
"		O
së		O
Shqipërisë		B-VEND_1
.		O
Antoneta		B-PER
Papapavli		I-PER
-		O
Ka		O
interpretuar		O
mbi		O
50		O
role		O
në		O
teatër		O
,		O
ka		O
mbi		O
20		O
vjet		O
karrierë		O
artistike		O
si		O
dhe		O
në		O
16		O
role		O
në		O
filmin		O
artistik		O
shqiptar		O
.		O
Antoneta		B-PER
Papapavli		I-PER
mund		O
të		O
konsiderohet		O
për		O
nga		O
bukuria		O
si		O
një		O
ndër		O
femrat		O
më		O
të		O
bukura		O
për		O
kohën		O
.		O
Roza		B-PER
Anagnosti		I-PER
-		O
Është		O
aktore		O
e		O
shquar		O
e		O
Teatrit		O
Kombëtar		O
dhe		O
kinematografisë		O
.		O
Roza		B-PER
Anagnosti		I-PER
nuk		O
do		O
te		O
kishte		O
aspak		O
zili		O
koleget		O
e		O
saj		O
nga		O
vende		O
te		O
huaja		O
.		O
Mollëza		O
të		O
theksuara		O
,		O
fytyrë		O
të		O
mprehtë		O
dhe		O
një		O
buzëqeshje		O
rrezëllitëse		O
ajo		O
ishte		O
ndër		O
aktoret		O
më		O
të		O
dashura		O
për		O
publikun		O
.		O
Pavlina		B-PER
Mani		I-PER
-		O
Aktore		O
e		O
suksesshme		O
,		O
e		O
cila		O
njihet		O
për		O
realizimin		O
e		O
shumë		O
roleve		O
të		O
spikatur		O
.		O
Elegante		O
,		O
me		O
flokë		O
të		O
valëzuar		O
,		O
fytyrë		O
të		O
mprehtë		O
,		O
mollëza		O
,		O
Pavlina		B-PER
Mani		I-PER
ishte		O
ndër		O
aktroret		O
më		O
të		O
bukura		O
.		O
Raimonda		B-PER
Bulku		I-PER
-		O
Aktore		O
e		O
njohur		O
e		O
skenës		O
dhe		O
ekranit		O
është		O
nderuar		O
me		O
disa		O
çmime		O
.		O
Rajmonda		B-PER
Bulkut		I-PER
përveç		O
talentit		O
nuk		O
i		O
mungonte		O
edhe		O
bukuria		O
natyrale		O
ku		O
spikatin		O
sytë		O
ngjyrë		O
blu		O
.		O
Elvira		B-PER
Diamanti		I-PER
-		O
Roli		O
i		O
saj		O
më		O
i		O
spikatur		O
mbetet		O
ai		O
i		O
Marigosë		B-PER
në		O
filmin		O
"		O
Përrallë		O
nga		O
e		O
kaluara		O
"		O
.		O
E		O
qeshur		O
dhe		O
shume		O
elegante		O
.		O
Elvira		B-PER
Diamanti		I-PER
ishte		O
ndër		O
aktoret		O
më		O
të		O
preferuara		O
të		O
shqiptarëve		O
për		O
pamjen		O
e		O
saj		O
.		O
Me		O
flokë		O
të		O
zeza		O
dhe		O
të		O
gjatë		O
,		O
lëkurë		O
te		O
lëmuar		O
,		O
një		O
bukuri		O
e		O
thjeshtë		O
dhe		O
natyrale		O
.		O
Luiza		B-PER
Xhuvani		I-PER
-		O
Aktore		O
e		O
njohur		O
e		O
skenës		O
dhe		O
ekranit		O
është		O
nderuar		O
me		O
disa		O
çmime		O
.		O
Spikatej		O
për		O
natyrën		O
e		O
saj		O
të		O
qetë		O
por		O
edhe		O
për		O
bukurinë		O
.		O
Me		O
tipare		O
mesdhetare		O
,		O
flokë		O
dhe		O
sy		O
kafe		O
Luiza		B-PER
Xhuvani		I-PER
ishte		O
ndër		O
aktoret		O
më		O
të		O
bukura		O
dhe		O
shumë		O
të		O
dashura		O
për		O
publikun		O
.		O
