13		B-DATE_0
/		I-DATE_0
07		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Tradita		O
e		O
sazeve		O
popullore		O
synon		O
të		O
mbajë		O
gjallë		O
muzikën		O
tradicionale		O
të		O
trevës		O
së		O
jugut		O
,		O
Kabaja		O
Myzeqare		O
është		O
ndalur		O
këtë		O
vit		O
në		O
Krutje		O
të		O
Lushnjës		B-VEND_0
.		O
Grupet		O
pjesëmarrëse		O
të		O
Kabasë		O
Myzeqare		O
ishin		O
nga		O
Lushnja		B-VEND_0
,		O
Berati		B-VEND_0
,		O
Fieri		B-VEND_0
,		O
Divjaka		B-VEND_0
,		O
Belshi		B-VEND_0
,		O
Fiershegani		B-VEND_0
dhe		O
Kuçova		B-VEND_0
.		O
Çmimin		O
e		O
parë		O
e		O
mori		O
grupi		O
i		O
sazeve		O
Kozare		O
,		O
Kuçovë		B-VEND_0
.		O
Gazetare		O
Amela		B-PER
Koçerri		I-PER
