05		B-DATE_0
/		I-DATE_0
10		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Marrëveshja		O
që		O
i		O
dha		O
fund		O
grevës		O
së		O
skenaristëve		O
përfshin		O
mbrojtjen		O
nga		O
studiot		O
,		O
të		O
cilat		O
përdorin		O
inteligjencën		O
artificiale		O
për		O
të		O
"		O
shkruar		O
apo		O
rishkruar		O
materiale		O
artistike		O
"		O
.		O
Anëtarja		O
e		O
sindikatës		O
,		O
Angela		B-PER
Jorgensen		I-PER
,		O
thotë		O
se		O
kjo		O
është		O
e		O
"		O
jashtëzakonshme		O
"		O
.		O
Studiove		O
do		O
t'u		O
kërkohet		O
që		O
t'u		O
tregojnë		O
skenaristëve		O
në		O
rast		O
se		O
materialet		O
që		O
u		O
jepen		O
atyre		O
janë		O
prodhuar		O
nga		O
inteligjenca		O
artificiale		O
,		O
ndërsa		O
skenaristët		O
do		O
të		O
jenë		O
të		O
lirë		O
të		O
përdorin		O
programe		O
të		O
inteligjencës		O
artficiale		O
,		O
si		O
ChatGPT		O
,		O
nëse		O
ata		O
duan		O
.		O
Skenaristit		O
Al		B-PER
Septien		I-PER
thotë		O
se		O
kjo		O
është		O
një		O
fitore		O
.		O
Disa		O
skenaristë		O
po		O
vazhdojnë		O
të		O
mbështesin		O
aktorët		O
që		O
gjenden		O
në		O
grevë		O
,		O
të		O
cilët		O
janë		O
gjithashtu		O
të		O
shqetësuar		O
për		O
përdorimin		O
e		O
inteligjencës		O
artificiale		O
.		O
Aktori		O
Ron		B-PER
Song		I-PER
thotë		O
se		O
beteja		O
për		O
mos		O
përdorimin		O
e		O
kopjeve		O
"		O
digjitale		O
"		O
të		O
aktorëve		O
nis		O
që		O
kur		O
shkruhet		O
skenari		O
.		O
Marrëveshja		O
e		O
re		O
tre		O
vjeçare		O
për		O
skenaristët		O
përfshin		O
edhe		O
rritje		O
të		O
pagave		O
dhe		O
pagesa		O
shtesë		O
për		O
prodhimet		O
që		O
transmetohen		O
në		O
platforma		O
në		O
internet		O
.		O
Skenaristja		O
Jasmyne		B-PER
Peck		I-PER
tha		O
se		O
ishte		O
inkrurajuar		O
nga		O
ajo		O
pjesë		O
e		O
marrëveshjes		O
,		O
që		O
zgjeron		O
mundësitë		O
për		O
skenaristët		O
që		O
deri		O
tani		O
kanë		O
qenë		O
më		O
pak		O
të		O
përfaqësuar		O
.		O
Deri		O
më		O
tani		O
nuk		O
ka		O
patur		O
një		O
deklaratë		O
nga		O
ana		O
e		O
Aleancës		O
së		O
Prodhuesve		O
të		O
Filmit		O
dhe		O
Televizionit		O
mbi		O
detajet		O
e		O
marrëveshjes		O
së		O
arritur		O
me		O
skenaristët		O
.		O
Drejtuesit		O
e		O
këtij		O
rrjeti		O
rifilluan		O
të		B-DATE_1
hënën		I-DATE_1
bisedimet		O
me		O
sindikatën		O
e		O
aktorëve		O
Screen		B-ORG
Actors		I-ORG
Guild		I-ORG
.		O
VOA		O
