18		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Vetëm		O
një		O
ditë		O
na		O
ndan		O
nga		O
Festivali		O
i		O
62		O
i		O
Këngës		O
në		O
RTSH		B-ORG
.		O
Skena		O
tashmë		O
ka		O
marrë		O
formë		O
,		O
teksa		O
këngëtarët		O
dhe		O
prezantuesit		O
zhvillojnë		O
provat		O
e		O
fundit		O
.		O
I		O
dalluar		O
për		O
nga		O
numri		O
i		O
lartë		O
i		O
këngëtarëve		O
të		O
rinj		O
që		O
ngjiten		O
në		O
skenë		O
,		O
ky		O
Festival		O
i		O
ka		O
lënë		O
hapësirë		O
të		O
rinjve		O
dhe		O
në		O
prezantim		O
.		O
Krisa		B-PER
Çaushi		I-PER
,		O
e		O
cila		O
do		O
të		O
prezantojë		O
përkrah		O
Adriana		B-PER
Matoshit		I-PER
,		O
Klejdi		B-PER
Kadiut		I-PER
dhe		O
Xhuliano		B-PER
Dules		I-PER
,		O
ndan		O
emocionet		O
e		O
kësaj		O
përvoje		O
.		O
"		O
Ishte		O
një		O
lajm		O
i		O
papritur		O
për		O
mua		O
,		O
u		O
emocionova		O
shumë		O
.		O
Ndjehem		O
shumë		O
e		O
privilegjuar		O
dhe		O
kam		O
kënaqësinë		O
e		O
madhe		O
që		O
të		O
prezantoj		O
këtë		O
vit		O
Festivalin		O
e		O
Këngës		O
krah		O
Adriana		B-PER
Matoshit		I-PER
,		O
Xhuliano		B-PER
Dules		I-PER
dhe		O
Klejdi		B-PER
Kadiut		I-PER
.		O
Kemi		O
goxha		O
kimi		O
me		O
njëri-tjetrin		O
,		O
kemi		O
dhe		O
atë		O
humorin		O
me		O
njëri-tjetrin		O
,		O
sidomos		O
Xhuliano		B-PER
që		O
është		O
edhe		O
një		O
aktor		O
dhe		O
përpiqet		O
që		O
ta		O
bëjë		O
sa		O
më		O
komike		O
gjënë		O
sa		O
më		O
argëtuese		O
"		O
,		O
u		O
shpreh		O
Çaushi		B-PER
.		O
Me		O
skenar		O
të		O
Enkel		B-PER
Demit		I-PER
dhe		O
në		O
drejtimin		O
e		O
regjisorit		O
Pali		B-PER
Kuke		I-PER
,		O
është		O
menduar		O
edhe		O
për		O
detajet		O
që		O
identifikojnë		O
secilin		O
nga		O
prezantuesit		O
.		O
Ndërkohë		O
,		O
në		O
biletarinë		O
e		O
Pallatit		O
të		O
Kongreseve		O
vijon		O
shitja		O
e		O
biletave		O
për		O
3		O
netët		O
e		O
para		O
të		O
Festivalit		O
,		O
ashtu		O
si		O
edhe		O
në		O
platformën		O
online		O
vivere.al		O
.		O
Së		O
shpejti		O
do		O
të		O
dalin		O
edhe		O
biletat		O
e		O
natës		O
finale		O
.		O
Por		O
secila		O
prej		O
netëve		O
është		O
për		O
të		O
mos		O
u		O
humbur		O
.		O
Mjafton		O
të		O
kujtojmë		O
të		O
ftuarin		O
special		O
të		O
natës		O
së		O
parë		O
,		O
këngëtarin		O
italian		O
Umberto		B-PER
Tozzi		I-PER
,		O
këngët		O
e		O
të		O
cilit		O
janë		O
shumë		O
të		O
njohura		O
edhe		O
për		O
publikun		O
shqiptar		O
.		O
