21		B-DATE_0
/		I-DATE_0
04		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Restaurimi		O
i		O
këtij		O
filmi		O
u		O
bë		O
falë		O
bashkëpunimit		O
të		O
Arkivit		B-ORG
Qendror		I-ORG
Shtetëror		I-ORG
të		I-ORG
Filmit		I-ORG
dhe		O
"		O
Fondazione		O
Gramshi		O
di		O
Puglia		O
"		O
në		O
kuadër		O
të		O
projektit		O
"		O
Për		O
një		O
rrjet		O
institucionesh		O
kulturore		O
midis		O
Pulias		O
dhe		O
Shqipërisë		B-VEND_1
"		O
.		O
"		O
Gjeneral		O
Gramafoni		O
"		O
,		O
konsiderohet		O
një		O
film		O
ikonë		O
me		O
regjinë		O
e		O
të		O
madhit		O
Viktor		B-PER
Gjika		I-PER
,		O
me		O
skenar		O
nga		O
Vath		B-PER
Koreshi		I-PER
dhe		O
muzikë		O
nga		O
Aleksandër		B-PER
Peçi		I-PER
.		O
Së		O
bashku		O
me		O
të		O
u		O
promovua		O
gjithashtu		O
edhe		O
libri		O
i		O
vajzës		O
së		O
regjisorit		O
të		O
njohur		O
Viktor		B-PER
Gjika		I-PER
,		O
Ester		B-PER
Gjika		I-PER
me		O
titull		O
"		O
Unë		O
e		O
bija		O
e		O
"		O
.		O
