08		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
Mbi		O
30		O
mijë		O
vizitorë		O
kanë		O
treguar		O
interes		O
për		O
t'u		O
njohur		O
me		O
pasurinë		O
që		O
mbart		O
Muzeu		O
i		O
Artit		O
Mesjetar		O
në		O
Korçë		B-VEND_0
.		O
Gjatë		O
ditëve		O
të		O
festave		O
të		O
fundvitit		O
,		O
ka		O
pasur		O
mbi		O
100		O
të		O
tillë		O
në		O
ditë		O
që		O
kanë		O
vizituar		O
këtë		O
muze		O
,		O
i		O
cili		O
ka		O
në		O
fondin		O
e		O
tij		O
gati		O
8		O
mijë		O
objekte		O
të		O
ndryshme		O
.		O
"		O
Viti		B-DATE_0
2023		I-DATE_0
shënoi		O
dhe		O
numrin		O
më		O
të		O
madh		O
të		O
vizitorëve		O
që		O
muzeu		O
kombëtar		O
i		O
artit		O
mesjetar		O
ka		O
pasur		O
,		O
numërohen		O
mbi		O
30		O
mijë		O
vizitor		O
ku		O
shumica		O
janë		O
të		O
huaj		O
por		O
mund		O
të		O
themi		O
që		O
kemi		O
një		O
rritje		O
të		O
ndjeshme		O
të		O
vizitorëve		O
shqiptar		O
"		O
,		O
tha		O
drejtoresha		O
e		O
Muzeut		O
Kombëtar		O
të		O
Artit		O
Mesjetar		O
Fjoralba		B-PER
Prifti		I-PER
.		O
Edhe		O
në		O
ditët		O
e		O
para		O
të		O
këtij		O
viti		O
,		O
ky		O
Muze		O
shfaq		O
interes		O
,		O
kryesisht		O
për		O
vizitorë		O
të		O
huaj		O
.		O
Koleksioni		O
i		O
ikonave		O
të		O
këtij		O
muzeu		O
është		O
më		O
i		O
madhi		O
në		O
numër		O
dhe		O
më		O
interesanti		O
në		O
vlera		O
historike		O
,		O
fetare		O
dhe		O
artistike		O
në		O
Shqipëri		B-VEND_1
e		O
më		O
gjerë		O
.		O
