09		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
Prej		O
muajit		O
dhjetor		O
veshja		O
tradicionale		O
e		O
gruas		O
mirditore		O
,		O
mban		O
statusin		O
"		O
Vlerë		O
Kombëtare		O
e		O
Trashëgimisë		O
Kulturore		O
Jo		O
materiale		O
"		O
.		O
Vendimi		O
u		O
miratua		O
nga		O
Këshilli		B-ORG
Kombëtar		I-ORG
i		I-ORG
Trashëgimisë		I-ORG
Kulturore		I-ORG
,		O
me		O
propozim		O
të		O
Unionit		B-ORG
Mirdita		I-ORG
.		O
Pjesë		O
e		O
grupit		O
të		O
punës		O
për		O
përgatitjen		O
e		O
dosjes		O
ishin		O
historianë		O
,		O
juristë		O
,		O
akademikë		O
dhe		O
etnologë		O
.		O
Veshja		O
mirditase		O
përmendet		O
edhe		O
në		O
kujtimet		O
e		O
Edith		B-PER
Durham		I-PER
,		O
si		O
dhe		O
nga		O
studiues		O
dhe		O
udhëtarë		O
të		O
tjerë		O
që		O
kanë		O
pasur		O
fatin		O
ta		O
shohin		O
e		O
ta		O
studiojnë		O
.		O
