22		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
Hitet		O
e		O
pavdekshme		O
të		O
Freddie		B-PER
Mercury		I-PER
kanë		O
ardhur		O
nën		O
interpretimin		O
e		O
këngëtarit		O
italian		O
Antonello		B-PER
Carozza		I-PER
i		O
cili		O
ka		O
një		O
karrierë		O
te		O
pasur		O
artistike		O
si		O
kompozitor		O
dhe		O
këngëtar		O
është		O
ngjitur		O
në		O
skenat		O
më		O
prestigjioze		O
botërore		O
si		O
Sanremo		B-EVENT
dhe		O
Eurovizion		B-EVENT
dhe		O
është		O
i		O
dashuruar		O
me		O
grupin		O
The		O
Queen		O
.		O
Hitet		O
janë		O
interpretuar		O
mjeshtërisht		O
nga		O
Orkestra		O
e		O
Teatrit		O
të		O
Operës		O
dhe		O
kori		O
.		O
