19		B-DATE_0
/		I-DATE_0
03		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Nën		O
regjinë		O
e		O
Altin		B-PER
Bashës		I-PER
,		O
edhe		O
themelues		O
i		O
këtij		O
programi		O
,		O
me		O
tre		O
skenaristët		O
;		O
Nedian		B-PER
Gjeçi		I-PER
,		O
Benada		B-PER
Mulla		I-PER
,		O
Ali		B-PER
Petrela		I-PER
,		O
që		O
satirizojnë		O
dukuritë		O
dhe		O
problematikat		O
e		O
shoqërisë		O
sonë		O
,		O
që		O
nga		O
politika		O
,		O
arsimi		O
,		O
shëndetësia		O
,		O
punësimi		O
,		O
braktisja		O
e		O
vendit		O
prej		O
të		O
rinjve		O
sidomos		O
.		O
Satirizojnë		O
politikën		O
që		O
largon		O
të		O
rinjtë		O
prej		O
Shqipërisë		B-VEND_1
,		O
por		O
12		O
aktorët		O
e		O
rinj		O
të		O
Kosheres		O
janë		O
aty		O
në		O
skenë		O
prej		O
4		O
vitesh		O
,		O
duke		O
besuar		O
te		O
rritja		O
në		O
profesionin		O
dhe		O
vendin		O
e		O
tyre		O
.		O
Çdo		O
javë		O
do		O
të		O
ketë		O
një		O
prezantues		O
të		O
ri		O
nga		O
bota		O
e		O
muzikës		O
,		O
kinemasë		O
,		O
teatrit		O
,		O
medias		O
shqiptare		O
.		O
Këtë		O
të		O
diel		O
prezantuesi		O
Vip		O
është		O
këngëtari		O
Devis		B-PER
Xherahu		I-PER
.		O
Por		O
nuk		O
mungon		O
as		O
Maja		B-PER
,		O
që		O
këngët		O
e		O
saj		O
në		O
"		O
Koshere		O
"		O
i		O
sjell		O
me		O
humor		O
.		O
