03		B-DATE_0
/		I-DATE_0
08		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Ai		O
qëndron		O
diku		O
në		O
një		O
kënd		O
të		O
rrugës		O
dhe		O
krijon		O
melodinë		O
e		O
tij		O
.		O
E		O
quajnë		O
Myrto		B-PER
dhe		O
vjen		O
nga		O
fshati		O
Bruçaj		O
i		O
Shkodrës		B-VEND_0
.		O
Çobani		B-PER
85-vjeçar		O
sfidon		O
thuajse		O
çdo		O
ditë		O
temperaturat		O
e		O
larta		O
të		O
qytetit		O
me		O
instrumentin		O
e		O
lashtë		O
baritor		O
të		O
fyellit		O
,		O
të		O
cilin		O
e		O
ka		O
punuar		O
vetë		O
dhe		O
e		O
ka		O
shoqëruar		O
prej		O
një		O
jete		O
të		O
tërë		O
.		O
"		O
E		O
kam		O
mësuar		O
qysh		O
10		O
vjeç		O
,		O
me		O
fyellxhinj		O
,		O
me		O
njerëz		O
që		O
kanë		O
ditur		O
me		O
i		O
rënë		O
fyellit		O
.		O
Atëherë		O
e		O
kam		O
marrë		O
vetë		O
me		O
iniciativën		O
time		O
,		O
me		O
forcën		O
time		O
,		O
"		O
thotë		O
Myrto		B-PER
Mani		I-PER
.		O
Gazetar		O
:		O
Marjo		B-PER
Gjini		I-PER
