22		B-DATE_0
/		I-DATE_0
09		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Pas		O
suksesit		O
te		O
jashtëzakonshëm		O
qe		O
pati		O
qe		O
me		O
premierën		O
e		O
saj		O
shfaqja		O
"		O
Shtëpiakë		O
të		O
dëshpëruar		O
"		O
vjen		O
sërish		O
këtë		O
fundjavë		O
në		O
ArTurbina		O
.		O
"		O
Shtëpiakë		O
të		O
dëshpëruar		O
"		O
është		O
një		O
komedi		O
romantike		O
mbi		O
burrin		O
modern		O
.		O
Komedia		O
vjen		O
me		O
regji		O
nga		O
Artan		B-PER
Imami		I-PER
një		O
nga		O
emrat		O
më		O
të		O
vlerësuar		O
të		O
skenës		O
sonë		O
teatrore		O
në		O
aktivitetin		O
e		O
tij		O
artistik		O
.		O
Në		O
role		O
janë		O
Artan		B-PER
Imami		I-PER
,		O
Gentian		B-PER
Zelenelaj		I-PER
dhe		O
Indrit		B-PER
Çobani		I-PER
i		O
cili		O
shprehet		O
se		O
pas		O
suksesit		O
që		O
pati		O
jo		O
vetëm		O
në		O
Tiranë		B-VEND_0
por		O
dhe		O
në		O
qytetet		O
të		O
tjera		O
të		O
Shqipërisë		B-VEND_1
ri		O
vjen		O
sërish		O
.		O
"		O
Çelim		O
sezonin		O
artistik		O
në		O
ArTurbina		O
me		O
tre		O
shfaqje		O
të		O
premte		O
,		O
të		O
shtunë		O
,		O
të		O
diel		O
për		O
këtë		O
arsye		O
e		O
konsiderojmë		O
si		O
një		O
nga		O
projektet		O
më		O
të		O
suksesshme		O
këtë		O
shfaqje		O
"		O
,		O
thotë		O
Indrit		B-PER
Çobani		I-PER
.		O
Aktori		O
Indrit		B-PER
Çobani		I-PER
tregon		O
se		O
ku		O
qëndron		O
suksesi		O
i		O
kësaj		O
shfaqjeje		O
.		O
"		O
Personazhet		O
janë		O
tre		O
djem		O
,		O
Artan		B-PER
Imami		I-PER
,		O
Gentian		B-PER
Zelenelaj		I-PER
dhe		O
unë		O
.		O
Mendojmë		O
që		O
suksesin		O
e		O
ka		O
pikësëpari		O
në		O
temat		O
që		O
prek		O
të		O
cilat		O
janë		O
shumë		O
aktuale		O
shumë		O
të		O
prekshme		O
nga		O
audienca		O
padyshim		O
që		O
çdo		O
kush		O
e		O
gjen		O
veten		O
atje		O
,		O
ka		O
shumë		O
humor		O
"		O
,		O
thotë		O
aktori		O
Indrit		B-PER
Çobani		I-PER
.		O
"		O
Shtëpiakë		O
të		O
dëshpëruar		O
"		O
vjen		O
këtë		O
fundjavë		O
për		O
publikun		O
kryeqytetas		O
të		B-DATE_1
premte		I-DATE_1
,		O
të		B-DATE_1
shtunë		I-DATE_1
,		O
të		B-DATE_1
diel		I-DATE_1
në		O
ArTurbina		O
në		O
orën		O
20.00		O
.		O
Gazetar		O
Xh		B-PER
.		O
Leka		I-PER
