08		B-DATE_0
/		I-DATE_0
06		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Fatos		B-PER
Lubonja		I-PER
me		O
librin		O
"		O
Ridënimi		O
"		O
i		O
cili		O
është		O
përkthyer		O
nga		O
gjuha		O
polake		O
.		O
Luljeta		B-PER
Lleshanaku		I-PER
me		O
"		O
Fëmijët		O
"		O
,		O
të		O
përkthyer		O
nga		O
gjuha		O
greke		O
.		O
Diana		B-PER
Culi		I-PER
"		O
Vrasje		O
në		O
Kryeministri		O
"		O
përkthyer		O
nga		O
gjuha		O
arabe		O
.		O
Juria		O
e		O
këtij		O
edicioni		O
u		O
kryesua		O
nga		O
gazetari		O
dhe		O
përkthyesi		O
Ben		B-PER
Andoni		I-PER
.		O
Qendra		O
Kombëtare		O
e		O
Librit		O
dhe		O
Leximit		O
është		O
duke		O
hartuar		O
programe		O
me		O
vende		O
si		O
Serbia		B-VEND_1
dhe		O
Franca		B-VEND_1
për		O
të		O
përkthyer		O
autorë		O
shqiptarë		O
në		O
këto		O
gjuhë		O
.		O
Gazetare		O
:		O
Klea		B-PER
Neli		I-PER
