25		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Prej		O
vitesh		O
Muzeu		O
Kombëtar		O
"		O
Gjergj		O
Kastrioti		O
"		O
në		O
Krujë		B-VEND_0
është		O
bërë		O
pjesë		O
e		O
guidave		O
turistike		O
.		O
Individualisht		O
,		O
me		O
familje		O
,		O
apo		O
në		O
mënyrë		O
të		O
organizuar		O
,		O
ky		O
muze		O
vijon		O
të		O
tërheqë		O
turistë		O
nga		O
e		O
gjithë		O
bota		O
.		O
Klodian		B-PER
Loka		I-PER
,		O
përgjegjës		O
i		O
këtij		O
muzeu		O
thotë		O
se		O
vizitorët		O
janë		O
kryesisht		O
turistë		O
të		O
huaj		O
,		O
polakë		O
,		O
spanjollë		O
,		O
italianë		O
,		O
gjermanë		O
apo		O
amerikanë		O
.		O
"		O
Gjatë		O
muajit		O
nëntor		O
muzeu		O
është		O
frekuentuar		O
çdo		O
ditë		O
nga		O
nxënës		O
të		O
shkollave		O
,		O
pritet		O
një		O
rritje		O
të		O
vizitorëve		O
gjatë		O
Krishtlindjes		O
"		O
,		O
tha		O
përgjegjësi		O
i		O
këtij		O
muzeu		O
Klodian		B-PER
Loka		I-PER
.		O
