19		B-DATE_0
/		I-DATE_0
07		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Rezultatet		O
e		O
gërmimeve		O
mbi		O
4		O
vjeçare		O
të		O
arkeologëve		O
shqiptarë		O
dhe		O
atyre		O
të		O
Universitetit		O
të		O
Bernës		O
kanë		O
konfirmuar		O
se		O
vendbamimi		O
palafit		O
i		O
Linit		O
në		O
Pogradec		B-VEND_0
është		O
më		O
i		O
vjetri		O
në		O
Europë		O
,		O
mbi		O
8500		O
vjeçar		O
,		O
ose		O
6		O
mijë		O
vjet		O
para		O
Krishtit		B-PER
.		O
Albert		B-PER
Hafner		I-PER
,		O
Drejtor		O
i		O
Institutit		O
të		O
Arkeologjisë		O
në		O
Universitetin		O
e		O
Bernës		O
,		O
thotë		O
se		O
ekipi		O
ka		O
që		O
në		O
vitin		O
2021		O
që		O
gërmon		O
në		O
këtë		O
vend		O
dhe		O
është		O
duke		O
ndjekur		O
gjurmët		O
e		O
fshatarëve		O
të		O
hershëm		O
që		O
fillojnë		O
5800		O
vjet		O
para		O
Jezu		B-PER
Krishtit		I-PER
.		O
"		O
Tani		O
jemi		O
duke		O
kërkuar		O
për		O
drunjtë		O
e		O
ujit		O
më		O
të		O
vjetër		O
në		O
Europë		O
.		O
Në		O
Zvicër		B-VEND_1
kemi		O
gjetur		O
drunj		O
të		O
tillë		O
rreth		O
6000		O
vjet		O
të		O
vjetër		O
,		O
ndërkohë		O
që		O
këtu		O
i		O
gjetëm		O
edhe		O
2000		O
vjet		O
më		O
të		O
vjetër		O
se		O
të		O
Zvicrës		B-VEND_1
.		O
Kështu		O
që		O
njohurinë		O
që		O
e		O
kemi		O
përfituar		O
në		O
Zvicërr		B-VEND_1
me		O
gjetjet		O
e		O
atjeshme		O
mund		O
ta		O
zhvendosim		O
këtu		O
dhe		O
të		O
kemi		O
më		O
tepër		O
njohuri		O
.		O
Kuptohet		O
që		O
ne		O
duam		O
të		O
dimë		O
edhe		O
datat		O
e		O
sakta		O
dhe		O
kemi		O
një		O
metodë		O
shumë		O
të		O
saktë		O
në		O
datimin		O
e		O
gjetjeve		O
"		O
thotë		O
Albert		B-PER
Hafner		I-PER
,		O
Drejtor		O
i		O
Institutit		O
të		O
Arkeologjisë		O
në		O
Universitetin		O
e		O
Bernës		O
.		O
Për		O
arkeologun		O
shqiptar		O
Adrian		B-PER
Anastasi		I-PER
,		O
ky		O
është		O
jo		O
vetëm		O
një		O
zbulim		O
i		O
madh		O
pasi		O
edhe		O
rezultatet		O
e		O
kanë		O
konfirmuar		O
.		O
Gërmimet		O
në		O
vendbanimin		O
palafit		O
të		O
Linit		O
tashmë		O
po		O
zhvillohen		O
në		O
ujë		O
,		O
pasi		O
vendbanimi		O
ka		O
qenë		O
i		O
ndërtuar		O
mbi		O
drurë		O
në		O
tokë		O
dhe		O
liqen		O
.		O
Ndërsa		O
ka		O
të		O
dhëna		O
se		O
një		O
tjetër		O
vendbanim		O
i		O
tillë		O
është		O
edhe		O
pranë		O
kufirit		O
me		O
Maqedoninë		B-VEND_1
e		I-VEND_1
Veriut		I-VEND_1
.		O
Ky		O
zbulim		O
i		O
ri		O
,		O
përveçse		O
ka		O
vlerë		O
të		O
padiskutueshme		O
historike		O
dhe		O
arkeologjike		O
,		O
do		O
të		O
jetë		O
një		O
pikë		O
e		O
re		O
referimi		O
për		O
turizmin		O
,		O
shkruan		O
me		O
këtë		O
rast		O
kryeministri		O
Edi		B-PER
Rama		I-PER
në		O
rrjetet		O
sociale		O
.		O
Gazetar		O
Norel		B-PER
Zaimi		I-PER
