18		B-DATE_0
/		I-DATE_0
10		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Për		O
të		O
dytin		O
vit		O
radhazi		O
,		O
kinematografia		O
shqiptare		O
prezantohet		O
para		O
publikut		O
europian		O
në		O
Festivalin		O
prestigjioz		O
ndërkombëtar		O
të		O
filmit		O
"		O
Festival		O
Lumiere		O
"		O
,		O
në		O
Lion		B-VEND_0
,		O
Francë		B-VEND_1
.		O
Arkivi		O
Qendror		O
Shtetëror		O
i		O
Filmit		O
bën		O
të		O
ditur		O
se		O
pas		O
prezantimit		O
të		O
filmit		O
të		O
restauruar		O
"		O
Tana		O
"		O
në		O
edicionin		O
e		O
vitit		O
2022		O
,		O
në		O
Festivalin		O
e		O
sivjetshëm		O
kuratorët		O
kanë		O
përzgjedhur		O
filmin		O
"		O
Përrallë		O
nga		O
e		O
kaluara		O
"		O
të		O
regjisorit		O
Dhimitër		B-PER
Anagnosti		I-PER
(		O
1987		O
)		O
.		O
Filmi		O
do		O
të		O
shfaqet		O
në		O
versionin		O
e		O
tij		O
të		O
restauruar		O
në		O
"		O
Seksionin		O
Thesare		O
dhe		O
Kuriozitete		O
"		O
.		O
Programi		O
sjell		O
14		O
filma		O
pak		O
të		O
njohur		O
ose		O
të		O
harruar		O
nga		O
13		O
vende		O
të		O
ndryshme		O
të		O
botës		O
si		O
:		O
SHBA		B-VEND_1
,		O
Franca		B-VEND_1
,		O
Italia		B-VEND_1
,		O
Polonia		B-VEND_1
,		O
Shqipëria		B-VEND_1
,		O
Korea		B-VEND_1
e		I-VEND_1
Jugut		I-VEND_1
,		O
Madagaskari		B-VEND_1
,		O
Portugalia		B-VEND_1
,		O
Zvicra		B-VEND_1
,		O
etj		O
.		O
Gazetare		O
Xhilda		B-PER
Kondi		I-PER
