08		B-DATE_0
/		I-DATE_0
03		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Artistet		O
e		O
njohura		O
të		O
teatrit		O
,		O
të		O
parat		O
që		O
guxuan		O
të		O
ngjiteshin		O
në		O
skenë		O
,		O
duke		O
lënë		O
gjurmë		O
e		O
duke		O
u		O
ngulitur		O
në		O
mendjen		O
e		O
publikut		O
,		O
si		O
Drita		B-PER
Pelinku		I-PER
,		O
Marie		B-PER
Logoreci		I-PER
,		O
Violeta		B-PER
Manushi		I-PER
e		O
shumë		O
të		O
tjera		O
janë		O
sjellë		O
përmes		O
albumit		O
"		O
Artistet		O
që		O
na		O
mungojnë		O
"		O
,		O
gjatë		O
një		O
aktiviteti		O
të		O
"		O
Fem		O
Fest		O
"		O
,		O
që		O
u		O
mbajt		O
në		O
hollin		O
e		O
Teatrit		O
Kombëtar		O
.		O
