22		B-DATE_0
/		I-DATE_0
10		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Komedia		O
premierë		O
"		O
Nuk		O
duhet		O
ta		O
thoshe		O
"		O
nga		O
autorja		O
franceze		O
Salome		B-PER
Lëlush		I-PER
(		O
o		B-PER
.		O
Salome		I-PER
Lelouch		I-PER
)		O
do		O
të		O
mirëpres		O
publikun		O
artëdashës		O
edhe		O
sonte		O
në		O
mbrëmje		O
në		O
Teatrin		O
Kombëtar		O
Artubina		O
.		O
Vepra		O
është		O
vënë		O
në		O
skenë		O
nga		O
Artan		B-PER
Imami		I-PER
i		O
cili		O
edhe		O
do		O
të		O
interpretojë		O
,		O
ndërsa		O
krah		O
tij		O
do		O
të		O
jenë		O
aktorët		O
Lul		B-PER
Bitri		I-PER
dhe		O
Enerest		B-PER
Dalipaj		I-PER
.		O
