16		B-DATE_0
/		I-DATE_0
04		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
"		O
Këndojmë		O
me		O
Orkestrën		O
e		O
Ansamblin		O
Popullor		O
"		O
quhej		O
koncerti		O
i		O
dhënë		O
mbrëmë		O
në		O
sallën		O
e		O
TKOOBAP		O
ku		O
u		O
dëgjuan		O
23		O
këngë		O
e		O
pjesë		O
orkestrale		O
të		O
tabanit		O
tonë		O
popullor		O
nga		O
Tirana		B-VEND_0
në		O
Shkodër		B-VEND_0
,		O
Tropojë		B-VEND_0
,		O
Përmet		B-VEND_0
,		O
Çamëri		B-VEND_0
e		O
deri		O
në		O
Maqedoninë		B-VEND_1
e		O
Veriut		O
,		O
shoqëruar		O
me		O
foto-peizazhe		O
nga		O
cdo		O
vend		O
.		O
Një		O
ide		O
e		O
violinistit		O
Alban		B-PER
Tahiri		I-PER
,		O
njëkohësisht		O
edhe		O
drejtuesi		O
artistik		O
i		O
koncertit		O
,		O
ndihmuar		O
nga		O
firzamoniçisti		O
Vladimir		B-PER
Hasimi		I-PER
,		O
dirigjenti		O
i		O
Orkestrës		O
dhe		O
gjithë		O
grupi		O
,		O
ku		O
spikati		O
edhe		O
Artan		B-PER
Shabani		I-PER
,		O
që		O
përdori		O
njëkohësisht		O
klarinetën		O
,		O
kavallën		O
,		O
fyellin		O
,		O
edhe		O
bilbilin		O
kur		O
kënga		O
i		O
kushtohej		O
atij		O
.		O
Gazetare		O
:		O
Magdalena		B-PER
Alla		I-PER
