18		B-DATE_0
/		I-DATE_0
06		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Është		O
mbajtur		O
në		O
qytetin		O
e		O
Peshkopisë		B-VEND_0
panairi		O
"		O
Gratë		O
sipërmarrëse		O
dibrane		O
"		O
ku		O
25		O
gra		O
treguan		O
aftësitë		O
sipërmarrëse		O
dhe		O
si		O
të		O
rrisin		O
e		O
zhvillojnë		O
biznesin		O
e		O
tyre		O
.		O
Kryetari		O
i		O
Bashkisë		O
Dibër		B-VEND_0
,		O
Rahim		B-PER
Spahiu		I-PER
tha		O
se		O
institucioni		O
që		O
ai		O
drejton		O
do		O
të		O
inkurajojë		O
dhe		O
mbështesë		O
vazhdimisht		O
iniciativat		O
sipërmarrëse		O
,		O
sidomos		O
nga		O
gratë		O
,		O
që		O
kanë		O
në		O
fokus		O
promovimin		O
e		O
produkteve		O
tipike		O
të		O
Dibrës		B-VEND_0
dhe		O
agroturizmin		O
si		O
një		O
mundësi		O
për		O
zhvillimin		O
e		O
ekonomive		O
familjare		O
.		O
Gazetare		O
:		O
Heriselda		B-PER
Dyrmishi		I-PER
