28		B-DATE_0
/		I-DATE_0
08		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Bëhet		O
fjalë		O
për		O
fshatrat		O
Fregen		O
dhe		O
Kalivaç		O
të		O
Lezhës		B-VEND_0
,		O
të		O
cilat		O
janë		O
vendbanime		O
të		O
hershme		O
.		O
Historiani		O
dhe		O
studiuesi		O
Mark		B-PER
Kola		I-PER
thotë		O
se		O
kjo		O
zonë		O
i		O
përket		O
një		O
periudhe		O
3		O
200-vjeçare		O
dhe		O
asokohe		O
quhej		O
Treva		B-PER
e		I-PER
Dibrit		I-PER
.		O
"		O
1		O
200		O
vjet		O
para		O
erës		O
sonë		O
,		O
atëherë		O
filluan		O
të		O
duken		O
qytetërimet		O
e		O
lashta		O
në		O
këtë		O
zonë		O
.		O
Ungreji		O
është		O
quajtur		O
qendër		O
ilire		O
,		O
e		O
qytetërimit		O
ilir		O
.		O
Fusha		O
Papërdhok		O
në		O
Kalur		O
quhet		O
fusha		O
e		O
tumave		O
të		O
mëdha		O
,		O
që		O
janë		O
të		O
studiuara		O
nga		O
arkeologjia		O
shqiptare		O
.		O
Ato		O
quhen		O
tuma		O
me		O
gurë		O
,		O
"		O
thotë		O
historiani		O
Kola		B-PER
.		O
Krahas		O
historisë		O
,		O
fshatrat		O
Fregen		O
dhe		O
Kalivaç		O
,		O
të		O
cilët		O
ndodhen		O
rreth		O
30		O
km		O
larg		O
qytetit		O
të		O
Lezhës		B-VEND_0
,		O
kanë		O
dhe		O
një		O
peizazh		O
piktoresk		O
të		O
rrethuar		O
nga		O
malet		O
,		O
duke		O
qenë		O
një		O
mundësi		O
e		O
mirë		O
eksplorimi		O
për		O
turistët		O
vendas		O
dhe		O
të		O
huaj		O
.		O
Gazetar		O
:		O
Marjo		B-PER
Merhori		I-PER
