09		B-DATE_0
/		I-DATE_0
07		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Prej		O
pesë		O
ditësh		O
disa		O
të		O
rinj		O
shkodranë		O
punuan		O
pandalur		O
në		O
mjediset		O
e		O
Galerisë		O
së		O
Arteve		O
të		O
Shkodrës		B-VEND_0
për		O
ndërtimin		O
e		O
një		O
mozaiku		O
me		O
elementë		O
artistikë		O
,		O
pjesë		O
e		O
një		O
programi		O
edukues		O
të		O
iniciuar		O
nga		O
vetë		O
Galeria		O
në		O
bashkëpunim		O
me		O
specialistin		O
e		O
DRTK		B-ORG
Shkodër		B-VEND_0
Petrit		B-PER
Bilalin		I-PER
.		O
Drejtori		O
i		O
Galerisë		O
Fatmir		B-PER
Juka		I-PER
thotë		O
se		O
mozaiku		O
prej		O
qeramike		O
i		O
punuar		O
nga		O
të		O
rinjtë		O
do		O
të		O
vendoset		O
në		O
një		O
hapësirë		O
publike		O
.		O
Gazetar		O
:		O
Norel		B-PER
Zaimi		I-PER
