29		B-DATE_0
/		I-DATE_0
11		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Bashkëpunimi		O
i		O
frytshëm		O
e		O
Drejtorisë		O
Rajonale		O
të		O
Trashëgimisë		O
Kulturore		O
të		O
Vlorës		B-VEND_0
me		O
bashkinë		O
Selenicë		O
solli		O
një		O
sukses		O
të		O
grantuar		O
të		O
festivalit		O
.		O
Për		O
këtë		O
institucion		O
Selenica		O
ruan		O
dhe		O
trashëgon		O
vlera		O
të		O
papërsëritshme		O
të		O
kësaj		O
trashëgimie		O
,		O
ndaj		O
ky		O
festival		O
do		O
të		O
jetë		O
një		O
institucion		O
që		O
do		O
evidentojë		O
e		O
ruajë		O
këtë		O
vlera		O
.		O
Befasia		O
e		O
festivalit		O
përveç		O
grupe		O
folklorike		O
vendase		O
ishte		O
dhe		O
pjesëmarrja		O
e		O
një		O
ansambli		O
të		O
vogël		O
nga		O
qyteti		O
Inegol		O
i		O
Turqisë		B-VEND_1
nga		O
një		O
origjinë		O
e		O
hershme		O
shqiptare		O
nga		O
Komunava		O
,		O
dhe		O
që		O
e		O
çuan		O
në		O
ovacione		O
spektatorin		O
.		O
Në		O
këtë		O
ditë		O
kulture		O
në		O
Selenicë		O
ishin		O
të		O
pranishëm		O
dhe		O
deputetët		O
e		O
Vlorës		B-VEND_0
Vullnet		B-PER
Sinaj		I-PER
e		O
Teuta		B-PER
Rama		I-PER
dhe		O
prefekti		O
i		O
Vlorës		B-VEND_1
Flamur		B-PER
Mamaj		I-PER
.		O
Festivali		O
që		O
u		O
zhvillua		O
në		O
vigjilje		O
të		O
"		O
Shpalljes		O
së		O
Pavarësisë		O
"		O
,		O
pati		O
dhe		O
mjaft		O
atmosferë		O
kuqezi		O
.		O
Ky		O
Festival		O
që		O
sivjet		O
shënoi		O
edicionin		O
e		O
parë		O
do		O
të		O
jetë		O
i		O
përvitshëm		O
në		O
festën		O
e		O
flamurit		O
dhe		O
synon		O
të		O
ruajë		O
e		O
rijetëzojë		O
kulturën		O
e		O
pasur		O
popullore		O
të		O
Selenicës		O
,		O
si		O
një		O
pjesë		O
e		O
rëndësishme		O
e		O
kulturës		O
tonë		O
kombëtare		O
.		O
