01		B-DATE_0
/		I-DATE_0
10		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Përgjatë		O
gjithë		O
vitit		O
2023		O
,		O
Qendra		O
Kombëtare		O
e		O
Librit		O
dhe		O
Leximit		O
ka		O
vijuar		O
fushatën		O
e		O
saj		O
të		O
leximit		O
në		O
çdo		O
hapësirë		O
të		O
Shqipërisë		B-VEND_1
,		O
jo		O
vetëm		O
përmes		O
aktiviteteve		O
,		O
por		O
dhe		O
përmes		O
takimeve		O
me		O
botues		O
,		O
autorë		O
,		O
përkthyes		O
,		O
librarë		O
,		O
ekspertë		O
të		O
arsimit		O
,		O
për		O
të		O
konfiguruar		O
të		O
gjitha		O
problematikat		O
dhe		O
diskutuar		O
mbi		O
mënyrën		O
sesi		O
mund		O
të		O
shfaqen		O
ato		O
në		O
ndryshime		O
ligjore		O
,		O
që		O
do		O
të		O
bënin		O
të		O
mundur		O
më		O
shumë		O
libra		O
në		O
bibliotekat		O
tona		O
,		O
më		O
shumë		O
letërsi		O
e		O
autorë		O
shqiptarë		O
dhe		O
një		O
përdorim		O
më		O
të		O
pastër		O
të		O
gjuhës		O
shqipe		O
.		O
Ky		O
muaj		O
përkon		O
me		O
ditëlindjen		O
e		O
tre		O
poetëve		O
të		O
rëndësishëm		O
të		O
letërsisë		O
sonë		O
kombëtare		O
:		O
Migjeni		B-PER
,		O
Dritëro		B-PER
Agollit		I-PER
dhe		O
Gjergj		B-PER
Fishtës		I-PER
,		O
të		O
cilët		O
përfaqësojnë		O
tri		O
periudha		O
të		O
ndryshme		O
të		O
historisë		O
sonë		O
letrare		O
dhe		O
lexuesve		O
të		O
rinj		O
.		O
Gazetar		O
Xh		B-PER
.		O
