08		B-DATE_0
/		I-DATE_0
09		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Ka		O
nisur		O
prej		O
fillimit		O
të		O
këtij		O
muaji		O
vjelja		O
e		O
rrushit		O
në		O
Njësinë		O
Administrative		O
në		O
Cakran		O
.		O
Barjam		B-PER
Xhemaj		I-PER
e		O
shikon		O
në		O
këtë		O
periudhë		O
në		O
serat		O
e		O
tij		O
me		O
rrush		O
në		O
Varibop		O
duke		O
vjelë		O
mundin		O
e		O
punës		O
së		O
tij		O
.		O
Bajrami		B-PER
është		O
shprehur		O
se		O
sivjet		O
prodhimi		O
i		O
rrushit		O
është		O
i		O
mbarë		O
dhe		O
po		O
kështu		O
edhe		O
tregu		O
i		O
sigurt		O
me		O
çmime		O
tepër		O
të		O
kënaqshme		O
.		O
Në		O
sipërfaqen		O
prej		O
2,2		O
ha		O
që		O
ai		O
ka		O
mbjellë		O
parashikohet		O
që		O
të		O
ketë		O
një		O
rendiment		O
prej		O
800		O
kuintal		O
rrush		O
tavoline		O
i		O
varietetit		O
"		O
regal		O
"		O
.		O
Barjami		B-PER
ka		O
treguar		O
se		O
ka		O
arritur		O
sukses		O
në		O
serat		O
me		O
rrush		O
falë		O
punës		O
dhe		O
këtij		O
investimi		O
duke		O
përfituar		O
edhe		O
skemat		O
ndihmëse		O
të		O
qeverisë		O
shqiptare		O
.		O
"		O
Themi		O
se		O
kemi		O
rezultat		O
të		O
mirë		O
për		O
sivjet		O
,		O
mund		O
të		O
shkojë		O
hektari		O
300-400		O
kuintal		O
variete		O
rrushi		O
pa		O
farë		O
"		O
regali		O
"		O
,		O
me		O
këtë		O
ide		O
kemi		O
ikur		O
se		O
dhe		O
vendi		O
ka		O
dashur		O
rrushin		O
,		O
kemi		O
qenë		O
gjithmonë		O
të		O
kënaqur		O
,		O
tregun		O
e		O
kemi		O
të		O
mirë		O
vijnë		O
nga		O
Tirana		B-VEND_0
këtu		O
"		O
,		O
thotë		O
Barjam		B-PER
Xhemaj		I-PER
.		O
Por		O
zona		O
e		O
Cakranit		O
është		O
e		O
njohur		O
për		O
kultivimin		O
e		O
rrushit		O
.		O
Kreu		O
i		O
njësisë		O
administrative		O
Cakran		O
,		O
Fredinant		B-PER
Korçari		I-PER
është		O
shprehur		O
se		O
nga		O
viti		O
në		O
vit		O
sipërfaqja		O
me		O
vreshta		O
është		O
rritur		O
duke		O
shkuar		O
sot		O
në		O
300		O
ha		O
.		O
Gazetar		O
:		O
Anxhelo		B-PER
Shyti		I-PER
