05		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
"		O
Nisma		O
është		O
ndërmarrë		O
me		O
qëllim		O
rritjen		O
e		O
cilësisë		O
së		O
shërbimit		O
të		O
ofruar		O
në		O
sistemin		O
arsimor		O
parauniversitar		O
,		O
që		O
nxënësit		O
të		O
mos		O
humbin		O
asnjë		O
orë		O
nga		O
orari		O
dhe		O
procesi		O
mësimor		O
.		O
Zyra		O
vendore		O
arsimore		O
do		O
të		O
emërojë		O
mësuesit		O
që		O
kanë		O
mbetur		O
pa		O
ngarkesë		O
mësimore		O
në		O
fillim		O
të		O
vitit		O
shkollor		O
,		O
por		O
në		O
mungesë		O
të		O
tyre		O
do		O
të		O
marrë		O
aplikantë		O
nga		O
portali		O
mësues		O
për		O
Shqipërinë		B-VEND_1
,		O
"		O
shprehet		O
Rezarta		B-PER
Basha		I-PER
,		O
përgjegjëse		O
e		O
sektorit		O
të		O
kurrikulës		O
në		O
Drejtorinë		B-ORG
e		I-ORG
Përgjithshme		I-ORG
të		I-ORG
Arsimit		I-ORG
Parauniversitar		I-ORG
.		O
"		O
Qëllimi		O
i		O
kësaj		O
skeme		O
pilotimi		O
është		O
të		O
përforcojnë		O
edhe		O
njohuritë		O
e		O
tyre		O
.		O
Ato		O
klasa		O
ose		O
nxënës		O
që		O
kanë		O
boshllëqe		O
,		O
me		O
anë		O
të		O
këtyre		O
mësuesve		O
në		O
dispozicion		O
do		O
të		O
rritet		O
edhe		O
niveli		O
akademik		O
i		O
klasës		O
,		O
"		O
shton		O
znj		O
.		O
Basha		B-PER
.		O
Gazetare		O
:		O
Keti		B-PER
Toroveci		I-PER
