18		B-DATE_0
/		I-DATE_0
09		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Prej		O
kohësh		O
,		O
fermerët		O
po		O
përballen		O
me		O
mungesën		O
e		O
fuqisë		O
punëtore		O
në		O
sektorin		O
e		O
bujqësisë		O
.		O
Kjo		O
mungesë		O
,		O
u		O
rëndon		O
më		O
tepër		O
në		O
këtë		O
sezon		O
kur		O
ka		O
nisur		O
vjelja		O
e		O
bimëve		O
të		O
arrave		O
.		O
Në		O
fushën		O
e		O
Maliqit		B-VEND_0
ka		O
nisur		O
vjelja		O
e		O
qepës		O
,		O
e		O
cila		O
kultivohet		O
masivisht		O
nga		O
fermerët		O
e		O
kësaj		O
zone		O
.		O
Në		O
pamundësi		O
për		O
të		O
pasur		O
punëtorët		O
e		O
nevojshëm		O
ata		O
gjejnë		O
zgjidhje		O
alternative		O
sikurse		O
fermeri		O
Festim		B-PER
Kupe		I-PER
i		O
cili		O
është		O
duke		O
vjelë		O
qepën		O
.		O
Veç		O
qepës		O
fermeri		O
thotë		O
se		O
kultivon		O
edhe		O
misër		O
e		O
patate		O
.		O
Rendimenti		O
i		O
misrit		O
nuk		O
është		O
tepër		O
i		O
kënaqshëm		O
thotë		O
Kupe		B-PER
,		O
kjo		O
për		O
shkak		O
të		O
dëmtimeve		O
që		O
pësoi		O
kjo		O
kulturë		O
nga		O
kushtet		O
klimatike		O
Në		O
fushën		O
e		O
Maliqit		B-VEND_0
gjatë		O
vitit		O
të		O
kaluar		O
u		O
mboll		O
një		O
sipërfaqe		O
prej		O
rreth		O
750		O
hektarë		O
me		O
qepë		O
,		O
ndërsa		O
zonat		O
më		O
potenciale		O
për		O
prodhimin		O
e		O
saj		O
janë		O
fshatrat		O
e		O
Njësive		O
Pojan		O
dhe		O
Pirg		O
.		O
Gazetare		O
:		O
G.Sali		B-PER
