31		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
"		O
Është		O
një		O
kuvend		O
për		O
kërkimin		O
shkencor		O
,		O
ku		O
të		O
gjithë		O
ata		O
të		O
interesuar		O
që		O
kanë		O
një		O
këndvështrim		O
për		O
zhvillimin		O
e		O
Vjosës		O
janë		O
të		O
ftuar		O
të		O
sjellin		O
kërkimet		O
e		O
tyre		O
,		O
mendimet		O
sugjerimet		O
rekomandimet		O
e		O
tyre		O
"		O
,		O
shprehet		O
Dr.Daniela		B-PER
Qiqi		I-PER
,		O
shefe		O
e		O
departamentit		O
të		O
turizmit		O
.		O
Vjosa		O
është		O
e		O
gjatë		O
272		O
km		O
.		O
Ajo		O
buron		O
në		O
malet		O
e		O
Pindit		O
në		O
Greqi		B-VEND_1
dhe		O
derdhet		O
në		O
Adriatik		O
.		O
Pjesë		O
e		O
parkut		O
të		O
Vjosës		O
janë		O
edhe		O
3		O
degët		O
e		O
lumenjve		O
Drino		O
,		O
Shushicë		O
dhe		O
Bëncë		O
.		O
Në		O
të		O
përfshihen		O
dhe		O
dy		O
pikat		O
natyrore		O
,		O
Viroi		O
dhe		O
Uji		O
i		O
Ftohtë		O
i		O
Tepelenës		B-VEND_0
.		O
Së		O
shpejti		O
do		O
të		O
nisë		O
edhe		O
ndërtimi		O
i		O
qendrës		O
multifunksionale		O
të		O
Vjosës		O
me		O
qendër		O
në		O
Tepelenë		B-VEND_0
.		O
Gazetare		O
:		O
Yllka		B-PER
Ponde		I-PER
