30		B-DATE_0
/		I-DATE_0
09		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Ne		O
Shkodër		B-VEND_0
veçohet		O
shega		O
Devedishe		O
dhe		O
ajo		O
e		O
Tivarit		O
.		O
Enver		B-PER
Halili		I-PER
,		O
fermer		O
në		O
zonën		O
e		O
Anës		O
së		O
Malit		O
në		O
Shkodër		B-VEND_0
,		O
disa		O
hektarë		O
tokë		O
të		O
mbjella		O
,		O
kryesisht		O
me		O
shege		O
të		O
cilat		O
i		O
tregton		O
pjesën		O
më		O
të		O
madhe		O
të		O
tyre		O
në		O
Tiranë		B-VEND_0
.		O
Enveri		B-PER
tregon		O
se		O
,		O
kanë		O
zgjedhur		O
te		O
kultivoje		O
shegë		O
pasi		O
toka		O
e		O
kësaj		O
zone		O
është		O
e		O
përshtatshme		O
për		O
rritjen		O
e		O
këtij		O
fruti		O
.		O
Gazetar		O
:		O
L		B-PER
.		O
