13		B-DATE_0
/		I-DATE_0
11		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Në		O
Shqipëri		B-VEND_1
vuajnë		O
nga		O
diabeti		O
80		O
mijë		O
persona		O
ose		O
e		O
thënë		O
ndryshe		O
rreth		O
9		O
%		O
e		O
popullatës		O
.		O
Por		O
ajo		O
që		O
është		O
alarmante		O
për		O
mjekët		O
është		O
pjesa		O
e		O
pa		O
diagnostikuar		O
.		O
Rreth		O
7		O
%		O
vuajnë		O
nga		O
kjo		O
sëmundje		O
janë		O
prekur		O
por		O
nuk		O
e		O
dinë		O
.		O
"		O
Fatkeqësisht		O
këto		O
përbëjnë		O
numrin		O
më		O
të		O
madh		O
të		O
rasteve		O
që		O
diagnostikohen		O
pas		O
një		O
viti		O
apo		O
6		O
muajve		O
të		O
fillimit		O
të		O
tij		O
.		O
Me		O
programet		O
që		O
bëjmë		O
ne		O
të		O
depistimit		O
ne		O
zbulojmë		O
raste		O
të		O
reja		O
të		O
pa		O
trajtuara		O
më		O
parë		O
dhe		O
këto		O
janë		O
gjithnjë		O
e		O
në		O
rritje		O
"		O
,		O
tha		O
endokrinologia		O
Edlira		B-PER
Hoxha		I-PER
.		O
"		O
Tharje		O
e		O
gojës		O
,		O
urinim		O
i		O
shpeshtë		O
,		O
rënie		O
e		O
shpejtë		O
në		O
peshë		O
,		O
ulje		O
e		O
mendjeshumë		O
e		O
shikimit		O
etj		O
janë		O
ankesa		O
qe		O
mund		O
ti		O
kenë		O
prej		O
disa		O
muajve		O
dhe		O
pacientet		O
i		O
neglizhojnë		O
"		O
,		O
tha		O
Edlira		B-PER
Hoxha		I-PER
