05		B-DATE_0
/		I-DATE_0
08		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
"		O
Adoleshentët		O
kanë		O
shumë		O
presion		O
nga		O
shkolla		O
dhe		O
rrjetet		O
sociale		O
dhe		O
ky		O
presion		O
i		O
bën		O
ata		O
të		O
kërkojnë		O
më		O
shumë		O
se		O
sa		O
kanë		O
prindërit		O
për		O
t'u		O
ofruar		O
.		O
Kjo		O
çon		O
në		O
ankth		O
dhe		O
depresion		O
,		O
probleme		O
me		O
imazhin		O
ndaj		O
vetes		O
dhe		O
e		O
gjithë		O
kjo		O
problematikë		O
po		O
vjen		O
nga		O
rrjetet		O
sociale		O
"		O
,		O
u		O
shpreh		O
psikologia		O
Albana		B-PER
Xhemali		I-PER
"		O
Në		O
rastin		O
e		O
depresionit		O
bipolar		O
janë		O
gjithë		O
kohës		O
të		O
qeshur		O
,		O
euforikë		O
dhe		O
vetëm		O
në		O
një		O
moment		O
familja		O
mund		O
të		O
kuptojë		O
kur		O
mund		O
të		O
ketë		O
pirë		O
ilaçe		O
apo		O
kur		O
mund		O
të		O
kryejë		O
vetëvrasje		O
.		O
Adoleshentët		O
nuk		O
kanë		O
dëshirë		O
të		O
vijnë		O
në		O
terapi		O
.		O
Janë		O
shumë		O
të		O
mbyllur		O
,		O
flasin		O
pak		O
.		O
Është		O
fat		O
kur		O
një		O
adoleshent		O
të		O
vjen		O
në		O
terapi		O
"		O
,		O
shprehet		O
Xhemali		B-PER
.		O
"		O
Prindërit		O
thonë		O
që		O
mundohen		O
t'i		O
kuptojnë		O
,		O
por		O
e		O
kanë		O
pak		O
të		O
vështirë		O
që		O
t'i		O
qëndrojnë		O
pranë		O
.		O
Shpesh		O
shqetësimet		O
që		O
ata		O
kanë		O
i		O
konsiderojnë		O
teka		O
të		O
fëmijëve		O
,		O
ndërkohë		O
që		O
problem		O
është		O
më		O
i		O
madh		O
se		O
sa		O
duket		O
.		O
Psikologu		O
ka		O
për		O
detyrë		O
të		O
tregojë		O
rrugët		O
e		O
komunikimit		O
"		O
,		O
theksoi		O
Xhemali		B-PER
.		O
Gazetare		O
:		O
Sonila		B-ORG
Mlloja		I-ORG
