22		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
Punimet		O
e		O
dorës		O
si		O
ato		O
me		O
shtiza		O
,		O
grep		O
,		O
qepjet		O
apo		O
qëndisjet		O
,		O
janë		O
pjesë		O
e		O
traditës		O
shqiptare		O
.		O
Dikur		O
81-vjeçarja		O
Fatmira		B-PER
Matraku		I-PER
realizonte		O
dhe		O
punime		O
në		O
vegël		O
si		O
rrugica		O
apo		O
qilima		O
,		O
të		O
cilët		O
ajo		O
i		O
përdor		O
edhe		O
sot		O
.		O
I		O
veçantë		O
është		O
fakti		O
se		O
në		O
punën		O
që		O
bën		O
,		O
Fatmirën		B-PER
e		O
ndihmon		O
edhe		O
bashkëshorti		O
,		O
Pëllumbi		B-PER
.		O
Artizania		O
Fatmira		B-PER
Matraku		I-PER
ka		O
marrë		O
pjesë		O
edhe		O
në		O
panaire		O
të		O
ndryshme		O
të		O
organizuara		O
për		O
punimet		O
artizanale		O
ku		O
ka		O
shpalosur		O
pasionin		O
e		O
saj		O
.		O
