22		B-DATE_0
/		I-DATE_0
11		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Rritja		O
e		O
veprave		O
penale		O
me		O
autor		O
të		O
mitur		O
ka		O
vënë		O
në		O
lëvizje		O
institucionet		O
ligj		O
zbatuese		O
në		O
Lezhë		B-VEND_0
.		O
Ata		O
u		O
bën		O
pjesë		O
e		O
një		O
tryeze		O
të		O
përbashkët		O
diskutimit		O
ku		O
u		O
nënshkrua		O
marrëveshja		O
"		O
Për		O
koordinimin		O
e		O
veprimtarisë		O
për		O
Drejtësinë		O
Miqësore		O
ndaj		O
fëmijës		O
në		O
nivel		O
vendor		O
"		O
.		O
Kryebashkiaku		O
i		O
Lezhës		B-VEND_0
Pjerin		B-PER
Ndreu		I-PER
ngriti		O
nevojën		O
për		O
ndërhyrje		O
për		O
të		O
parandaluar		O
kryerjen		O
e		O
veprave		O
penale		O
nga		O
të		O
miturit		O
"		O
Familja		O
,		O
shkolla		O
,		O
shoqëria		O
të		O
gjithë		O
duhet		O
të		O
jemi		O
të		O
vëmendshëm		O
karshi		O
çdo		O
shfaqjeje		O
që		O
na		O
shqetëson		O
në		O
pjesëmarrjen		O
e		O
një		O
aktiviteti		O
kriminal		O
,		O
duhet		O
të		O
përbëjë		O
një		O
angazhim		O
të		O
gjithë		O
faktorëve		O
"		O
,		O
tha		O
kryetari		O
i		O
bashkisë		O
Pjerin		B-PER
Nderu		I-PER
.		O
Kodi		O
i		O
ri		O
penal		O
për		O
të		O
miturit		O
ka		O
ndryshuar		O
sjelljen		O
e		O
institucioneve		O
ligj		O
zbatuese		O
ndaj		O
tyre		O
,		O
u		O
shprehën		O
zv		O
/		O
ministrisi		O
i		O
drejtësisë		O
Klajd		B-PER
Karameta		I-PER
dhe		O
Drejtuesi		O
i		O
Prokurorisë		B-ORG
së		I-ORG
Lezhës		I-ORG
Erjon		B-PER
Shehaj		I-PER
.		O
"		O
Është		O
në		O
projekt		O
për		O
tu		O
ndërtuar		O
edhe		O
instituti		O
i		O
trajtimit		O
të		O
të		O
miturve		O
,		O
i		O
cili		O
do		O
të		O
jetë		O
një		O
institut		O
i		O
hapur		O
ku		O
i		O
mituri		O
në		O
konflikt		O
me		O
ligjin		O
do		O
të		O
jetë		O
me		O
kushte		O
për		O
tu		O
rehabilituar		O
sa		O
më		O
shpejt		O
"		O
,		O
u		O
shpreh		O
Erjon		B-PER
Shehaj		I-PER
,		O
drejtor		O
i		O
Prokurorisë		B-ORG
Lezhe		I-ORG
.		O
Kjo		O
iniciativë		O
bashkëveprimi		O
mes		O
intitucioneve		O
ligjzbatuese		O
për		O
çështjet		O
e		O
të		O
miturve		O
,		O
u		O
iniciua		O
nga		O
programi		O
i		O
UNICEF		B-ORG
në		O
Shqipëri		B-VEND_1
.		O
