28		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Përmeti		B-VEND_0
po		O
bëhet		O
gati		O
për		O
të		O
pritur		O
festën		O
e		O
ndërrimit		O
të		O
vitive		O
.		O
Shtëpia		O
mbetet		O
opsioni		O
i		O
parapëlqyer		O
i		O
pjesës		O
më		O
të		O
madhe		O
të		O
qytetarëve		O
përmetarë		O
.		O
Ata		O
shprehen		O
se		O
mblidhen		O
me		O
familjarët		O
dhe		O
të		O
afërmit		O
në		O
tryezen		O
festive		O
ku		O
nuk		O
mungon		O
as		O
kënga		O
përmetare		O
.		O
Rëndësi		O
të		O
veçantë		O
për		O
përmetarët		O
ka		O
edhe		O
tryeza		O
e		O
festës		O
.		O
Përmeti		B-VEND_0
është		O
i		O
njohur		O
për		O
një		O
sërë		O
gatimesh		O
tradicionale		O
.		O
Gazetare		O
Heriselda		B-PER
Dyrmishi		I-PER
