17		B-DATE_0
/		I-DATE_0
11		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Rominës		B-PER
ju		O
desh		O
të		O
ndërpriste		O
shtatëzaninë		O
në		O
javën		O
e		O
28		O
për		O
shkak		O
të		O
tensionit		O
të		O
lartë		O
por		O
besimin		O
tek		O
bluzat		O
nuk		O
e		O
humbi		O
asnjëherë		O
.		O
Ministrja		O
e		O
shëndetësisë		O
Albana		B-PER
Koçiu		I-PER
në		O
një		O
bisedë		O
me		O
mjekët		O
tha		O
se		O
ata		O
do		O
të		O
mbështeten		O
në		O
formim		O
dhe		O
investime		O
.		O
Sot		O
Romina		B-PER
i		O
ka		O
krahët		O
plot		O
me		O
djalin		O
capken		O
dhe		O
përcjell		O
mesazhin		O
për		O
të		O
tjera		O
nëna		O
që		O
të		O
kenë		O
besim		O
.		O
Gazetare		O
:		O
Sonila		B-PER
Mlloja		I-PER
