25		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
Pas		O
alarmimit		O
të		O
ngritur		O
nga		O
OBSH		B-ORG
në		O
fund		O
të		O
dhjetorit		O
dhe		O
pas		O
uljes		O
së		O
ndjeshme		O
të		O
mbulesës		O
vaksinale		O
me		O
një		O
dozë		O
,		O
rastet		O
e		O
para		O
me		O
fruth		O
në		O
vend		O
ishin		O
të		O
pritshme		O
.		O
Mjekja		O
e		O
konsultorit		O
në		O
QSH		O
.10		O
tregon		O
se		O
vaksina		O
e		O
fruth-robeolë-		O
shytave		O
ose		O
MMR		B-ORG
,		O
refuzohet		O
nga		O
një		O
pjesë		O
e		O
vogël		O
dhe		O
shtyhet		O
në		O
kohë		O
nga		O
një		O
pjesë		O
më		O
e		O
madhe		O
prindërish		O
