24		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
"		O
Lodrat		O
më		O
të		O
rrezikshme		O
janë		O
ato		O
që		O
nuk		O
kanë		O
certifikimin		O
e		O
duhur		O
sipas		O
kritereve		O
të		O
BE		B-ORG
.		O
Prindërit		O
duhet		O
ta		O
dinë		O
se		O
të		O
gjitha		O
lodrat		O
plastike		O
janë		O
të		O
dëmshme		O
pasi		O
kanë		O
elementë		O
kimik		O
të		O
rrezikshëm		O
për		O
zhvillimin		O
e		O
fëmijëve		O
.		O
Edhe		O
ato		O
kompani		O
që		O
prodhojnë		O
lodra		O
plastike		O
të		O
certifikuara		O
nuk		O
janë		O
100		O
%		O
të		O
sigurta		O
"		O
,		O
tha		O
mjekja		O
toksikologe		O
.		O
