21		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
Kështu		O
e		O
nis		O
intervistën		O
e		O
tij		O
për		O
RTSH		O
,		O
Alban		B-PER
Ylli		I-PER
,		O
sipas		O
të		O
cilit		O
programi		O
kombëtar		O
që		O
depistoi		O
në		O
4		O
vitet		O
e		O
fundit		O
rreth		O
50		O
mijë		O
gra		O
të		O
moshës		O
40–50		O
vjeç		O
për		O
tipat		O
me		O
risk		O
të		O
lartë		O
të		O
virusit		O
zbuloi		O
se		O
çdo		O
vit		O
preken		O
rreth		O
13		O
mijë		O
gra		O
.		O
"		O
Ne		O
kapim		O
viruset		O
që		O
janë		O
persistente		O
,		O
kronike		O
dhe		O
me		O
risk		O
të		O
lartë		O
.		O
Kështu		O
nuk		O
janë		O
më		O
shumë		O
se		O
5–6		O
%		O
e		O
grave		O
40–50		O
vjeç		O
në		O
Shqipëri		B-VEND_1
.		O
Në		O
momentin		O
që		O
në		O
identifikojmë		O
këtë		O
virus		O
,		O
e		O
konsiderojmë		O
gruan		O
më		O
risk		O
të		O
lartë		O
dhe		O
i		O
rekomandojmë		O
vizitë		O
tek		O
gjinekologu		O
.		O
Ato		O
kanë		O
nevojë		O
edhe		O
për		O
një		O
ekzaminim		O
shtesë		O
që		O
është		O
pap-testi		O
,		O
por		O
tani		O
nuk		O
kemi		O
nevojë		O
të		O
depistojmë		O
të		O
gjitha		O
gratë		O
50–60		O
vjeç		O
,		O
por		O
vetëm		O
6		O
%		O
të		O
grave		O
të		O
infektuara		O
me		O
HPV		O
me		O
risk		O
të		O
lartë		O
,		O
i		O
cili		O
ka		O
shanse		O
të		O
shkojë		O
deri		O
në		O
ndryshime		O
qelizore		O
të		O
cilat		O
mund		O
të		O
kapen		O
nga		O
pap-testi		O
,		O
"		O
tregon		O
Alban		B-PER
Ylli		I-PER
,		O
ekspert		O
i		O
programit		O
kombëtar		O
të		O
HPV		O
në		O
Institutin		O
e		O
Shëndetit		O
Publik		O
.		O
Kanceri		O
i		O
qafës		O
se		O
mitrës		O
në		O
Shqipëri		B-VEND_1
merr		O
vitet		O
më		O
të		O
shëndetshme		O
të		O
jetës		O
.		O
"		O
Ky		O
është		O
një		O
kancer		O
që		O
kapet		O
në		O
të		O
50-tat		O
dhe		O
nivelet		O
e		O
riskut		O
janë		O
më		O
të		O
larta		O
40–60		O
vjeç		O
,		O
pastaj		O
bien		O
.		O
Në		O
Shqipëri		B-VEND_1
çdo		O
vit		O
kemi		O
rreth		O
120		O
raste		O
të		O
reja		O
më		O
këtë		O
kancer		O
dhe		O
rreth		O
40		O
vdekje		O
.		O
Kjo		O
incidencë		O
ka		O
filluar		O
të		O
bjerë		O
,		O
"		O
shton		O
z		O
.		O
Ylli		B-PER
.		O
Gazetare		O
:		O
Sonila		B-PER
Mlloja		I-PER
