17		B-DATE_0
/		I-DATE_0
10		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
"		O
Ne		O
kemi		O
dal		O
të		O
protestojmë		O
për		O
një		O
arsye		O
shumë		O
të		O
qartë		O
për		O
mos		O
mbajtjen		O
e		O
kushteve		O
dhe		O
premtimeve		O
që		O
janë		O
thënë		O
që		O
në		O
fillim		O
dhe		O
ato		O
që		O
jemi		O
përballur		O
tani		O
.		O
Studenti		O
për		O
të		O
përfituar		O
pagën		O
400		O
mijë		O
lekëshe		O
duhet		O
të		O
ruaj		O
një		O
mesatare		O
prej		O
9.5		O
gjë		O
që		O
është		O
e		O
pa		O
mundur		O
në		O
universitet		O
.		O
Në		O
fillim		O
u		O
tha		O
që		O
do		O
ta		O
përfitojnë		O
të		O
gjithë		O
studentët		O
që		O
do		O
të		O
ndjekin		O
degët		O
prioritare		O
pa		O
kriter		O
mesatare		O
"		O
,		O
thotë		O
një		O
studente		O
.		O
Studentët		O
kanë		O
kërkuar		O
të		O
bëhet		O
transparente		O
edhe		O
kontrata		O
që		O
do		O
të		O
nënshkruajnë		O
në		O
Ministri		O
,		O
e		O
cila		O
i		O
detyron		O
ata		O
të		O
punojnë		O
për		O
6		O
vite		O
në		O
Shqipëri		B-VEND_1
Gazetare		O
:		O
K		B-PER
.		O
Toroveci		I-PER
