14		B-DATE_0
/		I-DATE_0
11		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
"		O
Unë		O
jam		O
maturante		O
në		O
gjimnazin		O
"		O
Qemal		O
Stafa		O
"		O
me		O
mesatare		O
mbi		O
9.5		O
dua		O
të		O
vijoj		O
studimet		O
për		O
shkenca		O
kompjuterike		O
.		O
Për		O
mësuesinë		O
nuk		O
kam		O
parë		O
benefite		O
financiare		O
dhe		O
për		O
sa		O
i		O
përket		O
vendit		O
në		O
zhvillim		O
më		O
shumë		O
se		O
sa		O
mësuese		O
"		O
,		O
tha		O
një		O
studente		O
.		O
Për		O
këtë		O
vit		O
të		O
ri		O
akademik		O
kanë		O
aplikuar		O
për		O
të		O
vijuar		O
studimet		O
e		O
larta		O
7122		O
student		O
me		O
mesatare		O
mbi		O
8.5		O
dhe		O
vetëm		O
një		O
përqindje		O
e		O
vogël		O
e		O
tyre		O
kanë		O
zgjedhur		O
programet		O
e		O
mësuesisë		O
.		O
Drejtori		O
i		O
RASH		B-ORG
,		O
Arjan		B-PER
Xhelaj		I-PER
sqaron		O
se		O
duhet		O
të		O
aplikohen		O
strategji		O
të		O
reja		O
që		O
edhe		O
programet		O
e		O
mësuesisë		O
të		O
kërkohen		O
në		O
vazhdimësi		O
.		O
"		O
Duhet		O
parë		O
një		O
strategji		O
tjetër		O
që		O
lidhet		O
edhe		O
me		O
drejtorinë		O
rajonale		O
që		O
shikohet		O
mosha		O
e		O
daljes		O
në		O
pension		O
,		O
demografinë		O
në		O
zona		O
të		O
caktuara		O
për		O
të		O
bërë		O
një		O
rikalkulim		O
të		O
nevojave		O
të		O
cilat		O
duhet		O
të		O
reflektohen		O
në		O
kuota		O
studimi		O
"		O
,		O
tha		O
Xhelaj		B-PER
.		O
Të		O
gjithë		O
ata		O
që		O
përfundojnë		O
studimet		O
e		O
larta		O
për		O
mësuesi		O
vendin		O
e		O
punës		O
nuk		O
e		O
kanë		O
të		O
sigurt		O
.		O
Atyre		O
u		O
duhet		O
të		O
kalojnë		O
edhe		O
njëherë		O
në		O
site		O
nëpërmjet		O
2		O
provimeve		O
të		O
rëndësishme		O
,		O
siç		O
është		O
provimi		O
i		O
shtetit		O
dhe		O
portali		O
mësues		O
për		O
Shqipërinë		B-VEND_1
.		O
