02		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Bujqësia		O
po		O
merr		O
gjithnjë		O
e		O
më		O
shumë		O
vëmendjen		O
e		O
të		O
rinjve		O
.		O
I		O
tillë		O
është		O
dhe		O
rasti		O
i		O
fermerit		O
35-vjeçar		O
nga		O
Devolli		O
,		O
Xhenin		B-PER
Kambo		I-PER
,		O
i		O
cili		O
ka		O
investuar		O
në		O
pemtore		O
me		O
mollë		O
.		O
Ai		O
ka		O
mbjellë		O
2		O
hektarë		O
tokë		O
dhe		O
siguron		O
të		O
ardhura		O
të		O
kënaqshme		O
.		O
"		O
Kam		O
investuar		O
në		O
rrjeta		O
,		O
në		O
toka		O
të		O
reja		O
gati		O
për		O
tu		O
mbjellë		O
,		O
në		O
agregate		O
bujqësore		O
.		O
Duke		O
parë		O
se		O
shumë		O
vet		O
u		O
larguan		O
nga		O
vendi		O
mbetem		O
pak		O
fermer		O
që		O
merren		O
me		O
këtë		O
punë		O
kështu		O
që		O
mendoj		O
se		O
prodhimi		O
do		O
të		O
shitet		O
më		O
lehtë		O
"		O
,		O
tha		O
fermeri		O
Xhenin		B-PER
Kambo		I-PER
.		O
Fermeri		O
na		O
tregon		O
se		O
ka		O
përfituar		O
edhe		O
nga		O
skemat		O
mbështetëse		O
në		O
bujqësi		O
,		O
duke		O
i		O
dhënë		O
një		O
ndihmesë		O
të		O
madhe		O
në		O
punën		O
e		O
tij		O
.		O
Qarku		O
i		O
Korçës		B-VEND_0
prodhon		O
rreth		O
80		O
mijë		O
ton		O
mollë		O
në		O
vit		O
të		O
cilat		O
shiten		O
kryesisht		O
në		O
tregun		O
vendas		O
.		O
