26		B-DATE_0
/		I-DATE_0
09		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Biologia		O
njëherësh		O
ambjentalistja		O
,		O
Aurora		B-PER
Piroviç		I-PER
thotë		O
se		O
shkarkimi		O
u		O
ujërave		O
të		O
zeza		O
të		O
qytetit		O
përveçse		O
është		O
duke		O
dëmtuar		O
ekosistemin		O
po		O
ndikon		O
në		O
zhdukjen		O
e		O
florës		O
dhe		O
faunës		O
në		O
liqen		O
.		O
"		O
Diskutohet		O
shumë		O
herë		O
,		O
ndaj		O
duhet		O
të		O
shihet		O
si		O
prioritet		O
i		O
bashkisë		O
,		O
që		O
të		O
gjendet		O
zgjidhje		O
sa		O
më		O
shpejtë		O
për		O
ndërtimin		O
e		O
impianti		O
për		O
përpunimin		O
apo		O
trajtimin		O
e		O
ujërave		O
të		O
zeza		O
"		O
,		O
shprehet		O
Piroviç		B-PER
.		O
Ujërat		O
e		O
zeza		O
të		O
qytetit		O
shkarkohen		O
vetëm		O
pak		O
metra		O
larg		O
urës		O
së		O
vjetër		O
të		O
Bunës		O
duke		O
ndotur		O
gjithë		O
bregun		O
e		O
fshatrave		O
të		O
Nënshkodrës		O
,		O
që		O
shtrihen		O
në		O
të		O
dy		O
anët		O
e		O
lumit		O
,		O
në		O
një		O
gjatësi		O
prej		O
rreth		O
40		O
kilometrash		O
.		O
Duket		O
se		O
lumi		O
Buna		O
nuk		O
ka		O
ndjerë		O
asnjëherë		O
ndërhyrjen		O
për		O
pastrimin		O
apo		O
thellimin		O
e		O
shtratit		O
duke		O
e		O
rënduar		O
së		O
tepërmi		O
situatën		O
,		O
në		O
këtë		O
ligatinë		O
tepër		O
të		O
rëndësishme		O
për		O
Shkodrën		B-VEND_0
,		O
por		O
në		O
të		O
ardhmen		O
edhe		O
për		O
rajonin		O
.		O
Kjo		O
ndotje		O
ndikon		O
direkt		O
edhe		O
në		O
largimin		O
apo		O
dëmtimin		O
e		O
resurseve		O
peshkore		O
.		O
Gazetar		O
:		O
M.Rakaj		B-PER
