11		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
Ekspertët		O
e		O
sigurimeve		O
që		O
operojnë		O
në		O
Gjirokastër		B-VEND_0
shprehen		O
se		O
interesi		O
i		O
qytetarëve		O
për		O
t'iu		O
drejtuar		O
kompanive		O
të		O
sigurimeve		O
vazhdon		O
të		O
jetë		O
i		O
ulët		O
.		O
Sipas		O
tyre		O
qytetarët		O
e		O
kuptojnë		O
rëndësinë		O
e		O
pagesës		O
së		O
sigurimeve		O
vetëm		O
atëherë		O
kur		O
ndodhen		O
përballë		O
problemve		O
qofshin		O
ato		O
shëndetsore		O
apo		O
kur		O
mund		O
të		O
humbasin		O
pronen		O
apo		O
biznesin		O
e		O
tyre		O
.		O
Shqipëria		B-VEND_1
në		O
tërësi		O
është		O
një		O
vend		O
mjaft		O
i		O
ekspozuar		O
ndaj		O
katastrofave		O
natyrore		O
,		O
zjarreve		O
,		O
tërmeteve		O
,		O
apo		O
përmbytjeve		O
.		O
Gazetare		O
Leonida		B-PER
Koçiu		I-PER
